ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0007411	axon guidance	15/279	236/18903	2.43957938577909e-06	4.14352404354202e-05	2.79306117232604e-05	PLXNA3/LAMC2/NTN1/SEMA4B/LAMA5/SEMA6C/LAMA1/SEMA4A/LAMA3/WNT5A/SEMA4C/ARTN/PLXND1/MEGF8/SEMA3C	15
BP	GO:0071604	transforming growth factor beta production	7/279	42/18903	2.45430859031198e-06	4.14352404354202e-05	2.79306117232604e-05	IL13/LGALS9/CX3CL1/LUM/SERPINF2/LTBP1/TSKU	7
BP	GO:2000403	positive regulation of lymphocyte migration	7/279	42/18903	2.45430859031198e-06	4.14352404354202e-05	2.79306117232604e-05	ADAM10/CCL21/CCL4/WNT5A/CCL5/ADAM8/CCL3	7
BP	GO:0030336	negative regulation of cell migration	19/279	368/18903	2.54250351271331e-06	4.27063153480626e-05	2.87874162086e-05	PODN/ADAM15/TNF/CCL21/CHRD/SULF1/ANGPT2/SERPINF1/SFRP1/HYAL2/CX3CL1/NRG1/TGFB1/SERPINE1/WNT4/ADAMTS9/EMILIN1/DCN/TIMP1	19
BP	GO:0002274	myeloid leukocyte activation	15/279	237/18903	2.57038524066504e-06	4.27407274440231e-05	2.88106126684433e-05	ADAM10/IL15/TNF/IL13/LGALS9/ANXA1/HYAL2/ADAM9/CX3CL1/CST7/WNT5A/CCL5/ANXA3/C1QA/CCL3	15
BP	GO:0097485	neuron projection guidance	15/279	237/18903	2.57038524066504e-06	4.27407274440231e-05	2.88106126684433e-05	PLXNA3/LAMC2/NTN1/SEMA4B/LAMA5/SEMA6C/LAMA1/SEMA4A/LAMA3/WNT5A/SEMA4C/ARTN/PLXND1/MEGF8/SEMA3C	15
BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	9/279	80/18903	2.71204897324618e-06	4.48708502623581e-05	3.02464830226772e-05	TNF/PDGFD/PDGFA/CSF3/IGF1/F2/PDGFC/CCL5/DCN	9
BP	GO:0030194	positive regulation of blood coagulation	6/279	28/18903	2.80897723859675e-06	4.6014384566914e-05	3.10173151046718e-05	F12/HPSE/F2/SERPINE1/EMILIN1/SERPINF2	6
BP	GO:1900048	positive regulation of hemostasis	6/279	28/18903	2.80897723859675e-06	4.6014384566914e-05	3.10173151046718e-05	F12/HPSE/F2/SERPINE1/EMILIN1/SERPINF2	6
BP	GO:0044703	multi-organism reproductive process	14/279	209/18903	2.87773840909989e-06	4.69085536734558e-05	3.16200554258888e-05	PCSK5/OVGP1/PTN/IGFBP2/LGALS9/MMP2/ANGPT2/WNT4/EPO/LIF/FBLN1/SPP1/PZP/TIMP1	14
BP	GO:0048144	fibroblast proliferation	10/279	103/18903	2.94522492457558e-06	4.77732807618656e-05	3.22029495107103e-05	S100A6/IL13/GAS6/PDGFD/PDGFA/IGF1/SFRP1/PDGFC/LIF/WNT5A	10
BP	GO:0060541	respiratory system development	14/279	211/18903	3.21683460995034e-06	5.19244181674423e-05	3.50011426879834e-05	FGF9/TNF/IL13/PDGFA/FGF18/PLOD3/LAMA5/LAMA1/CCBE1/LIF/LTBP3/LOX/WNT5A/CTSZ	14
BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	9/279	82/18903	3.34020909191455e-06	5.36541353647827e-05	3.61671081541488e-05	IL15/TNF/IL13/IGF1/CTF1/EPO/LIF/CLCF1/CCL5	9
BP	GO:0014911	positive regulation of smooth muscle cell migration	7/279	44/18903	3.39939062752694e-06	5.40797287811859e-05	3.64539915978218e-05	FGF9/PDGFD/IGF1/MDK/CCL5/S100A11/ADAMTS1	7
BP	GO:0071526	semaphorin-plexin signaling pathway	7/279	44/18903	3.39939062752694e-06	5.40797287811859e-05	3.64539915978218e-05	PLXNA3/SEMA4B/SEMA6C/SEMA4A/SEMA4C/PLXND1/SEMA3C	7
BP	GO:0010720	positive regulation of cell development	17/279	307/18903	3.42034041867639e-06	5.41526624181827e-05	3.65031546067755e-05	PLXNA3/PTN/IL34/TNF/NTN1/TGM2/SERPINF1/NGF/CX3CL1/S100A10/TGFB1/MDK/LIF/FGB/CLCF1/PLXND1/MEGF8	17
BP	GO:0007162	negative regulation of cell adhesion	17/279	308/18903	3.57274024395258e-06	5.62961784154242e-05	3.79480530172206e-05	ADAM15/ADAM10/PLXNA3/CCL21/LGALS9/ANXA1/MMP2/ANGPT2/TGFBI/CX3CL1/TGFB1/MDK/SERPINE1/C1QTNF1/FBLN1/PLXND1/MUC1	17
BP	GO:1903706	regulation of hemopoiesis	20/279	413/18903	3.64819811147725e-06	5.72127372079536e-05	3.85658857481681e-05	FBN1/FSTL3/IL15/PTN/IL34/TNF/GAS6/LGALS9/PF4/ANXA1/CSF3/C1QC/SFRP1/TGFB1/MDK/LIF/LOX/P4HTM/ADAM8/CCL3	20
BP	GO:0002696	positive regulation of leukocyte activation	21/279	450/18903	3.69935710869791e-06	5.7741380531516e-05	3.89222329361017e-05	IL1A/IL15/TNF/IGFBP2/IL13/GAS6/CCL21/LGALS9/ANXA1/EBI3/IGF1/TGFB1/MDK/EPO/CLCF1/WNT5A/IGF2/CCL5/ADAM8/CCL3/TNFSF13	21
BP	GO:0050678	regulation of epithelial cell proliferation	20/279	414/18903	3.78309212631847e-06	5.87711354271729e-05	3.96163687455836e-05	FGF9/LRG1/PTN/TNF/TNFSF12/LAMC1/IGF1/ECM1/LAMA5/SULF1/SERPINF1/SFRP1/CD109/TGFB1/MDK/VEGFB/WNT5A/IGF2/LAMB1/EGFL7	20
BP	GO:0030593	neutrophil chemotaxis	10/279	106/18903	3.82530151721589e-06	5.88740591649645e-05	3.96857474417649e-05	CCL21/PF4/CCL4/CX3CL1/MDK/CCL14/CXCL2/S100A9/CCL5/CCL3	10
BP	GO:0042102	positive regulation of T cell proliferation	10/279	106/18903	3.82530151721589e-06	5.88740591649645e-05	3.96857474417649e-05	IL1A/IL15/IGFBP2/LGALS9/ANXA1/EBI3/IGF1/EPO/IGF2/CCL5	10
BP	GO:0010712	regulation of collagen metabolic process	7/279	45/18903	3.97519953080835e-06	6.08978483678001e-05	4.10499405739907e-05	F2/TGFB1/MFAP4/CST3/WNT4/EMILIN1/SERPINF2	7
BP	GO:0043405	regulation of MAP kinase activity	13/279	186/18903	4.10060730307337e-06	6.25295371699069e-05	4.21498271899708e-05	IL34/TNF/PDGFD/TNXB/PDGFA/FGF18/SFRP1/HYAL2/ADAM9/TGFB1/PDGFC/WNT5A/ADAM8	13
BP	GO:0033002	muscle cell proliferation	15/279	247/18903	4.26805675209347e-06	6.47844027187032e-05	4.3669783957924e-05	FGF9/EFEMP2/OGN/IL15/TNF/IL13/PDGFD/ELN/IGF1/MMP2/CX3CL1/TGFB1/CCL5/SERPINF2/ADAMTS1	15
BP	GO:0050820	positive regulation of coagulation	6/279	30/18903	4.31876970721524e-06	6.52548354391563e-05	4.39868926199908e-05	F12/HPSE/F2/SERPINE1/EMILIN1/SERPINF2	6
BP	GO:0060485	mesenchyme development	17/279	313/18903	4.43039580867921e-06	6.66371805950886e-05	4.49187020028289e-05	FGF9/ADAM15/LRG1/S100A4/SEMA4B/IGF1/LAMA5/SEMA6C/SFRP1/SEMA4A/NRG1/TGFB1/MDK/WNT4/WNT5A/SEMA4C/SEMA3C	17
BP	GO:0014812	muscle cell migration	10/279	108/18903	4.5314660544692e-06	6.78489645893149e-05	4.57355397447975e-05	FGF9/PDGFD/ANXA1/PDGFA/IGF1/MDK/SERPINE1/CCL5/S100A11/ADAMTS1	10
BP	GO:0007260	tyrosine phosphorylation of STAT protein	9/279	86/18903	4.97878688515031e-06	7.4210836950281e-05	5.00239421983571e-05	IL15/TNF/IL13/IGF1/CTF1/EPO/LIF/CLCF1/CCL5	9
BP	GO:0014910	regulation of smooth muscle cell migration	9/279	87/18903	5.48236323184193e-06	8.13504032922195e-05	5.48365715755159e-05	FGF9/PDGFD/PDGFA/IGF1/MDK/SERPINE1/CCL5/S100A11/ADAMTS1	9
BP	GO:0034446	substrate adhesion-dependent cell spreading	10/279	111/18903	5.80193645289057e-06	8.53989291477131e-05	5.75655964956829e-05	LAMC1/LAMA5/LAMC3/S100A10/MDK/FGB/FBLN1/MEGF9/LAMB1/LAMB3	10
BP	GO:0031099	regeneration	13/279	192/18903	5.80681748511195e-06	8.53989291477131e-05	5.75655964956829e-05	ADAM15/PTN/TNF/GAS6/ANXA1/IGF1/MMP2/ANGPT2/MDK/TNC/SERPINA10/SPP1/ANXA3	13
BP	GO:0033627	cell adhesion mediated by integrin	9/279	88/18903	6.02897683468708e-06	8.82738245397325e-05	5.95035021551091e-05	FBN1/CCL21/MMRN1/ADAM9/SERPINE1/LIF/CCL5/EMILIN1/MUC1	9
BP	GO:0061037	negative regulation of cartilage development	6/279	32/18903	6.42976408766473e-06	9.37272659298793e-05	6.31795506689616e-05	ADAMTS7/EFEMP1/WNT9A/CTSK/LTBP3/ADAMTS12	6
BP	GO:0050867	positive regulation of cell activation	21/279	467/18903	6.55233600703647e-06	9.50113212572663e-05	6.40451049749956e-05	IL1A/IL15/TNF/IGFBP2/IL13/GAS6/CCL21/LGALS9/ANXA1/EBI3/IGF1/TGFB1/MDK/EPO/CLCF1/WNT5A/IGF2/CCL5/ADAM8/CCL3/TNFSF13	21
BP	GO:0046849	bone remodeling	9/279	89/18903	6.62162335029911e-06	9.50113212572663e-05	6.40451049749956e-05	PTN/CTSK/SFRP1/CTHRC1/TGFB1/MDK/LTBP3/ADAM8/SPP1	9
BP	GO:0048245	eosinophil chemotaxis	5/279	19/18903	6.6327032971981e-06	9.50113212572663e-05	6.40451049749956e-05	CCL21/CCL4/CX3CL1/CCL5/CCL3	5
BP	GO:1904862	inhibitory synapse assembly	5/279	19/18903	6.6327032971981e-06	9.50113212572663e-05	6.40451049749956e-05	FGF13/CBLN4/SEMA4A/WNT5A/HAPLN4	5
BP	GO:0035987	endodermal cell differentiation	7/279	49/18903	7.15516507992803e-06	0.000102053626075353	6.87921724336093e-05	COL5A2/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	7
BP	GO:0006029	proteoglycan metabolic process	9/279	90/18903	7.26345776813496e-06	0.000103153569762912	6.95336210105172e-05	ADAMTS7/FAM20B/HPSE/IGF1/SULF1/GPC1/BGN/ADAMTS12/DCN	9
BP	GO:0044344	cellular response to fibroblast growth factor stimulus	10/279	114/18903	7.36981523617681e-06	0.000104216746224398	7.02502855846094e-05	FGF9/FGF18/SULF1/GPC1/SFRP1/HYAL2/WNT4/WNT5A/CCL5/FAM20C	10
BP	GO:0010001	glial cell differentiation	14/279	227/18903	7.48893483477058e-06	0.000105003751560406	7.07807890940181e-05	PTN/IL34/TNF/F2/MMP24/GPC1/LAMC3/NRG1/TGFB1/MDK/LIF/CLCF1/S100A9/C1QA	14
BP	GO:0048705	skeletal system morphogenesis	14/279	227/18903	7.48893483477058e-06	0.000105003751560406	7.07807890940181e-05	FREM1/FGF18/MMP2/SFRP1/HYAL2/COMP/MGP/MMP16/LTBP3/SFRP4/COL27A1/TSKU/MEGF8/FBN2	14
BP	GO:0002063	chondrocyte development	6/279	33/18903	7.76185359443899e-06	0.000107733467457428	7.26208323526875e-05	FGF18/ECM1/SULF1/COMP/COL27A1/TSKU	6
BP	GO:0014015	positive regulation of gliogenesis	8/279	69/18903	7.81385076753787e-06	0.000107733467457428	7.26208323526875e-05	PTN/IL34/TNF/NTN1/TGFB1/MDK/LIF/CLCF1	8
BP	GO:0050922	negative regulation of chemotaxis	8/279	69/18903	7.81385076753787e-06	0.000107733467457428	7.26208323526875e-05	PLXNA3/SEMA4B/SEMA6C/ANGPT2/SEMA4A/WNT5A/SEMA4C/SEMA3C	8
BP	GO:2000401	regulation of lymphocyte migration	8/279	69/18903	7.81385076753787e-06	0.000107733467457428	7.26208323526875e-05	ADAM10/CCL21/CCL4/ECM1/WNT5A/CCL5/ADAM8/CCL3	8
BP	GO:0010977	negative regulation of neuron projection development	11/279	142/18903	8.58431968441921e-06	0.000117865202637938	7.94504189180359e-05	FGF13/PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/TSKU/SEMA3C	11
BP	GO:0010594	regulation of endothelial cell migration	14/279	230/18903	8.70002046645247e-06	0.000118857732161571	8.01194618982899e-05	PTN/TNF/ANXA1/FGF18/ANGPT2/SERPINF1/SEMA4A/CCBE1/TGFB1/SRPX2/WNT5A/ADAMTS9/DCN/ANXA3	14
BP	GO:0007409	axonogenesis	20/279	438/18903	8.72844633280803e-06	0.000118857732161571	8.01194618982899e-05	S100A6/FGF13/PLXNA3/LAMC2/NTN1/SEMA4B/LAMA5/SEMA6C/LAMA1/NGF/SEMA4A/LAMA3/WNT5A/SEMA4C/ARTN/SPP1/PLXND1/TSKU/MEGF8/SEMA3C	20
BP	GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	4/279	10/18903	9.09484422582129e-06	0.000123339506324765	8.3140530261067e-05	EGLN1/P4HTM/EGLN2/P4HA1	4
BP	GO:0043406	positive regulation of MAP kinase activity	10/279	117/18903	9.29130787332867e-06	0.000125489541848345	8.45898233451491e-05	IL34/TNF/PDGFD/PDGFA/FGF18/ADAM9/TGFB1/PDGFC/WNT5A/ADAM8	10
BP	GO:0030850	prostate gland development	7/279	51/18903	9.40388471122227e-06	0.000126493717518026	8.52667167440307e-05	ANXA1/MMP2/SULF1/SERPINF1/SFRP1/WNT5A/TNC	7
BP	GO:0030516	regulation of axon extension	9/279	93/18903	9.51814689852443e-06	0.000127512340434078	8.59533487235171e-05	PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/MEGF8/SEMA3C	9
BP	GO:0048638	regulation of developmental growth	17/279	332/18903	9.637321336661e-06	0.0001285882915444	8.66786244158942e-05	GDF15/FGF9/FGF13/PLXNA3/NTN1/SEMA4B/IGF1/SEMA6C/NGF/SEMA4A/WNT5A/IGF2/SEMA4C/AGRN/SPP1/MEGF8/SEMA3C	17
BP	GO:0070997	neuron death	18/279	368/18903	9.8474985939908e-06	0.000130341491390062	8.78604190343852e-05	TNF/IL13/EGLN1/CSF3/SERPINF1/NGF/CX3CL1/MDK/EPO/CLCF1/WNT5A/EGLN2/CCL5/ADAM8/CTSZ/PLXND1/C1QA/CCL3	18
BP	GO:0071692	protein localization to extracellular region	18/279	368/18903	9.8474985939908e-06	0.000130341491390062	8.78604190343852e-05	IL1A/PCSK5/FBN1/TNF/IL13/ANXA1/IGF1/CBLN4/SFRP1/COMP/ADAM9/TGFB1/FGB/CCL5/ADAM8/LTBP1/C1QTNF5/FBN2	18
BP	GO:0050673	epithelial cell proliferation	21/279	481/18903	1.02641674996782e-05	0.000135315259985797	9.12131303494152e-05	FGF9/LRG1/PTN/TNF/TNFSF12/LAMC1/IGF1/ECM1/LAMA5/SULF1/SERPINF1/SFRP1/SERPINB1/CD109/TGFB1/MDK/VEGFB/WNT5A/IGF2/LAMB1/EGFL7	21
BP	GO:0071356	cellular response to tumor necrosis factor	14/279	234/18903	1.05833376357867e-05	0.000138969302527056	9.36762424821722e-05	TNF/ADAMTS7/GAS6/CCL21/CCL4/CTSK/SFRP1/HYAL2/CX3CL1/HYAL3/CCL14/ADAMTS12/CCL5/CCL3	14
BP	GO:0035567	non-canonical Wnt signaling pathway	8/279	72/18903	1.07660372935083e-05	0.000140506028519877	9.47121166940624e-05	SFRP1/CTHRC1/WNT4/SFRP4/GPC6/WNT5A/SFRP5/RSPO3	8
BP	GO:0030099	myeloid cell differentiation	19/279	407/18903	1.078529200485e-05	0.000140506028519877	9.47121166940624e-05	FBN1/FSTL3/IL15/IL34/TNF/PF4/CSF3/C1QC/SFRP1/CD109/TGFB1/EPO/ANXA2/LIF/LOX/P4HTM/IL11/CCL3/FAM20C	19
BP	GO:0022411	cellular component disassembly	21/279	483/18903	1.09269995103698e-05	0.000141793887763976	9.55802351392104e-05	ADAMTS15/C1QB/MMP7/ADAM15/FGF13/ADAM10/TNF/CTSS/LAMC1/MMP2/CTSK/C1QC/OGFOD1/CX3CL1/CTSV/TGFB1/CST3/ADAMTS5/ADAM8/C1QA/MMP15	21
BP	GO:0014909	smooth muscle cell migration	9/279	95/18903	1.13327406749711e-05	0.000146484526927653	9.87420949435183e-05	FGF9/PDGFD/PDGFA/IGF1/MDK/SERPINE1/CCL5/S100A11/ADAMTS1	9
BP	GO:0071774	response to fibroblast growth factor	10/279	120/18903	1.16307072254731e-05	0.000149751012486733	0.000100943963181558	FGF9/FGF18/SULF1/GPC1/SFRP1/HYAL2/WNT4/WNT5A/CCL5/FAM20C	10
BP	GO:2000241	regulation of reproductive process	13/279	206/18903	1.24237549787387e-05	0.000159341880715684	0.000107408962872082	FGF9/IL1A/OVGP1/IGF1/SULF1/POMZP3/SERPINF1/SFRP1/HYAL3/WNT4/LIF/WNT5A/TIMP1	13
BP	GO:0048568	embryonic organ development	20/279	449/18903	1.25328295128337e-05	0.000160120204084814	0.000107933614052813	FGF9/PCSK5/FBN1/TNF/NTN1/EFEMP1/EGLN1/PDGFA/CTHRC1/TGFB1/PDGFC/MMP16/LIF/WNT5A/MFAP2/IGF2/RSPO3/ST14/MEGF8/FBN2	20
BP	GO:0002761	regulation of myeloid leukocyte differentiation	10/279	122/18903	1.34582163760212e-05	0.000171281684570208	0.000115457329962708	FBN1/FSTL3/IL34/TNF/PF4/C1QC/SFRP1/TGFB1/LIF/CCL3	10
BP	GO:0032330	regulation of chondrocyte differentiation	7/279	54/18903	1.38523144086564e-05	0.000175621871181011	0.00011838295717662	ADAMTS7/EFEMP1/FGF18/WNT9A/MDK/LTBP3/ADAMTS12	7
BP	GO:0098883	synapse pruning	4/279	11/18903	1.41259778866037e-05	0.000178407865751037	0.000120260936688281	C1QB/C1QC/CX3CL1/C1QA	4
BP	GO:0060349	bone morphogenesis	9/279	98/18903	1.46045926949054e-05	0.000182364517839403	0.000122928031461786	FREM1/FGF18/COMP/MMP16/LTBP3/SFRP4/COL27A1/TSKU/MEGF8	9
BP	GO:1990868	response to chemokine	9/279	98/18903	1.46045926949054e-05	0.000182364517839403	0.000122928031461786	CCL21/PF4/CCL4/CX3CL1/CCL14/CXCL2/LOX/CCL5/CCL3	9
BP	GO:1990869	cellular response to chemokine	9/279	98/18903	1.46045926949054e-05	0.000182364517839403	0.000122928031461786	CCL21/PF4/CCL4/CX3CL1/CCL14/CXCL2/LOX/CCL5/CCL3	9
BP	GO:0019221	cytokine-mediated signaling pathway	21/279	496/18903	1.62643495529981e-05	0.000202326062672446	0.00013638368303444	IL1A/IL15/IL34/TNF/GAS6/CCL21/PF4/CCL4/EBI3/CSF3/ECM1/C1QTNF4/CX3CL1/PXDN/CCL14/EPO/CLCF1/CXCL2/WNT5A/CCL5/CCL3	21
BP	GO:0045860	positive regulation of protein kinase activity	19/279	420/18903	1.67331882210373e-05	0.000207378725930384	0.00013978957555836	FGF13/IL34/TNF/GAS6/CCL21/PDGFD/PDGFA/FGF18/IGF1/ADAM9/NRG1/TGFB1/PDGFC/EPO/WNT5A/IGF2/ZFP91/CCL5/ADAM8	19
BP	GO:0008361	regulation of cell size	12/279	183/18903	1.83327263515616e-05	0.000225512979543931	0.000152013489097864	FGF13/PLXNA3/NTN1/SEMA4B/SEMA6C/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	12
BP	GO:0097696	receptor signaling pathway via STAT	12/279	183/18903	1.83327263515616e-05	0.000225512979543931	0.000152013489097864	IL15/CRLF3/TNF/IL13/IGF1/CTF1/F2/TGFB1/EPO/LIF/CLCF1/CCL5	12
BP	GO:0050729	positive regulation of inflammatory response	11/279	154/18903	1.85073226632174e-05	0.000226817521083654	0.000152892852722642	IL15/TNF/LGALS2/HYAL2/CX3CL1/MDK/SERPINE1/WNT5A/S100A9/ADAM8/CCL3	11
BP	GO:0045637	regulation of myeloid cell differentiation	13/279	214/18903	1.86346276844138e-05	0.000227534992648433	0.000153376485000089	FBN1/FSTL3/IL34/TNF/PF4/CSF3/C1QC/SFRP1/TGFB1/LIF/LOX/P4HTM/CCL3	13
BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	11/279	155/18903	1.96641570837625e-05	0.00023922314628739	0.000161255220048347	IL1A/TNF/TNFSF12/PF4/IGF1/TNFSF10/SFRP1/HYAL2/CX3CL1/SERPINE1/FGB	11
BP	GO:1902105	regulation of leukocyte differentiation	16/279	317/18903	2.10521243977285e-05	0.000255170255062578	0.000172004825906253	FBN1/FSTL3/IL15/IL34/TNF/GAS6/LGALS9/PF4/ANXA1/C1QC/SFRP1/TGFB1/MDK/LIF/ADAM8/CCL3	16
BP	GO:0071695	anatomical structure maturation	14/279	250/18903	2.22269162680995e-05	0.000268131011769065	0.000180741395536463	IL15/ADAMTS7/CCL21/IGF1/MMP2/CX3CL1/GDF11/EPO/WNT5A/ADAMTS12/AGRN/C1QA/FAM20C/C1QL1	14
BP	GO:0001706	endoderm formation	7/279	58/18903	2.23645086879002e-05	0.000268131011769065	0.000180741395536463	COL5A2/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	7
BP	GO:0033619	membrane protein proteolysis	7/279	58/18903	2.23645086879002e-05	0.000268131011769065	0.000180741395536463	MMP7/ADAM10/TNF/ADAM9/TGFB1/ADAM8/TIMP1	7
BP	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	11/279	158/18903	2.35184450898893e-05	0.000280947779070194	0.000189380904979956	FBN1/FSTL3/HTRA3/CHRD/SFRP1/CD109/CRIM1/WNT5A/EMILIN1/LTBP1/FBN2	11
BP	GO:0007566	embryo implantation	7/279	59/18903	2.5058252119016e-05	0.000298265310294331	0.000201054283378247	PCSK5/MMP2/EPO/LIF/FBLN1/SPP1/TIMP1	7
BP	GO:1905517	macrophage migration	7/279	60/18903	2.80136635578789e-05	0.000331897480822642	0.000223725012124247	IL34/MMP2/CX3CL1/MDK/CCL5/EMILIN1/CCL3	7
BP	GO:0032331	negative regulation of chondrocyte differentiation	5/279	25/18903	2.81847059870542e-05	0.000331897480822642	0.000223725012124247	ADAMTS7/EFEMP1/WNT9A/LTBP3/ADAMTS12	5
BP	GO:0045649	regulation of macrophage differentiation	5/279	25/18903	2.81847059870542e-05	0.000331897480822642	0.000223725012124247	IL34/PF4/C1QC/TGFB1/LIF	5
BP	GO:0014013	regulation of gliogenesis	9/279	107/18903	2.96474218447409e-05	0.000347884109518608	0.000234501257517753	PTN/IL34/TNF/NTN1/F2/TGFB1/MDK/LIF/CLCF1	9
BP	GO:0051251	positive regulation of lymphocyte activation	18/279	400/18903	2.9975377912462e-05	0.000350489489442886	0.000236257488549403	IL1A/IL15/IGFBP2/IL13/GAS6/CCL21/LGALS9/ANXA1/EBI3/IGF1/TGFB1/MDK/EPO/CLCF1/IGF2/CCL5/ADAM8/TNFSF13	18
BP	GO:0097191	extrinsic apoptotic signaling pathway	13/279	224/18903	3.01119279427739e-05	0.000350846371699432	0.000236498055265893	IL1A/TNF/TNFSF12/PF4/IGF1/TNFSF10/SFRP1/HYAL2/NGF/CX3CL1/TGFB1/SERPINE1/FGB	13
BP	GO:0007492	endoderm development	8/279	83/18903	3.08471738631803e-05	0.000358151923906188	0.000241422572173884	COL5A2/LAMC1/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	8
BP	GO:0010632	regulation of epithelial cell migration	15/279	292/18903	3.11339243743073e-05	0.000360217327813227	0.000242814816890531	PTN/TNF/ANXA1/FGF18/ANGPT2/SERPINF1/ADAM9/SEMA4A/CCBE1/TGFB1/SRPX2/WNT5A/ADAMTS9/DCN/ANXA3	15
BP	GO:0031345	negative regulation of cell projection organization	12/279	194/18903	3.26924672297593e-05	0.000376931616945204	0.000254081562662241	FGF13/PLXNA3/NTN1/CCL21/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/TSKU/SEMA3C	12
BP	GO:0060343	trabecula formation	5/279	26/18903	3.44763710796015e-05	0.000393387282422074	0.000265173975744739	EGLN1/MMP2/SFRP1/ADAMTS1/FBN2	5
BP	GO:0060740	prostate gland epithelium morphogenesis	5/279	26/18903	3.44763710796015e-05	0.000393387282422074	0.000265173975744739	MMP2/SULF1/SFRP1/WNT5A/TNC	5
BP	GO:1905523	positive regulation of macrophage migration	5/279	26/18903	3.44763710796015e-05	0.000393387282422074	0.000265173975744739	IL34/CX3CL1/MDK/CCL5/CCL3	5
BP	GO:0090303	positive regulation of wound healing	7/279	62/18903	3.47876849431086e-05	0.000395575427755142	0.000266648957838478	F12/HPSE/ANXA1/F2/SERPINE1/EMILIN1/SERPINF2	7
BP	GO:0034103	regulation of tissue remodeling	8/279	85/18903	3.66921695773456e-05	0.00041580270250492	0.000280283732279724	IL15/SFRP1/TGFB1/CST3/MDK/LTBP3/ADAM8/SPP1	8
BP	GO:0045687	positive regulation of glial cell differentiation	6/279	43/18903	3.77524412490215e-05	0.000426357775061475	0.000287398681540063	PTN/IL34/TGFB1/MDK/LIF/CLCF1	6
BP	GO:0048588	developmental cell growth	13/279	229/18903	3.7881522425435e-05	0.000426360400359742	0.000287400451197625	FGF13/PLXNA3/NTN1/SEMA4B/IGF1/SEMA6C/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	13
BP	GO:0030514	negative regulation of BMP signaling pathway	7/279	63/18903	3.86478063247965e-05	0.000433510478402547	0.000292220166288113	FBN1/FSTL3/HTRA3/CHRD/SFRP1/CRIM1/WNT5A	7
BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	9/279	111/18903	3.96945872123825e-05	0.000443747936100586	0.000299121018147363	TNF/PDGFD/PDGFA/CSF3/IGF1/F2/PDGFC/CCL5/DCN	9
BP	GO:0060562	epithelial tube morphogenesis	16/279	335/18903	4.10544743981188e-05	0.000457404901627525	0.000308326887292623	TNF/NTN1/LAMA5/LAMA1/SFRP1/CTHRC1/TGFB1/MDK/WNT4/WNT5A/ADAMTS12/SEMA4C/CTSZ/PLXND1/ST14/MEGF8	16
BP	GO:0050918	positive chemotaxis	7/279	64/18903	4.28526599679935e-05	0.000475837086691579	0.000320751630067744	ANGPT2/CX3CL1/VEGFB/WNT5A/ARTN/CCL5/CCL3	7
BP	GO:0006509	membrane protein ectodomain proteolysis	6/279	44/18903	4.31766071366258e-05	0.000476237976716983	0.000321021861482492	MMP7/ADAM10/TNF/ADAM9/ADAM8/TIMP1	6
BP	GO:1905521	regulation of macrophage migration	6/279	44/18903	4.31766071366258e-05	0.000476237976716983	0.000321021861482492	IL34/CX3CL1/MDK/CCL5/EMILIN1/CCL3	6
BP	GO:0007568	aging	11/279	169/18903	4.37771731556696e-05	0.000481258026485418	0.000324405769948816	IL15/IGFBP2/MMP2/SERPINF1/HYAL2/COMP/CX3CL1/SERPING1/EPO/C1QA/TIMP1	11
BP	GO:0060560	developmental growth involved in morphogenesis	13/279	233/18903	4.5303518862032e-05	0.000496388556008158	0.000334604937151083	FGF13/PLXNA3/NTN1/SEMA4B/SEMA6C/SFRP1/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	13
BP	GO:0043588	skin development	15/279	302/18903	4.58059692094623e-05	0.000500237465723138	0.000337199405088938	IL1A/COL5A2/FRAS1/TNF/HPSE/ANXA1/PDGFA/LAMA5/COMP/ADAM9/CD109/WNT5A/LTB/COL5A3/ST14	15
BP	GO:0010818	T cell chemotaxis	5/279	28/18903	5.02812365034636e-05	0.000545510201934299	0.000367716790857082	ADAM10/CCL21/WNT5A/CCL5/CCL3	5
BP	GO:0060512	prostate gland morphogenesis	5/279	28/18903	5.02812365034636e-05	0.000545510201934299	0.000367716790857082	MMP2/SULF1/SFRP1/WNT5A/TNC	5
