ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:2000146	negative regulation of cell motility	20/279	383/18903	1.15595342984057e-06	2.14890443783284e-05	1.44853064330702e-05	PODN/ADAM15/TNF/CCL21/CHRD/SULF1/ANGPT2/SERPINF1/SFRP1/HYAL2/CX3CL1/NRG1/TGFB1/SERPINE1/WNT4/FBLN1/ADAMTS9/EMILIN1/DCN/TIMP1	20
BP	GO:0070665	positive regulation of leukocyte proliferation	13/279	167/18903	1.23259405413482e-06	2.27857750007381e-05	1.53594048851025e-05	IL1A/IL15/IL34/IGFBP2/IL13/LGALS9/ANXA1/EBI3/IGF1/EPO/CLCF1/IGF2/CCL5	13
BP	GO:0034612	response to tumor necrosis factor	16/279	254/18903	1.26353056879429e-06	2.30995726637586e-05	1.55709291961332e-05	ADAM10/TNF/ADAMTS7/GAS6/CCL21/CCL4/CTSK/SFRP1/HYAL2/ADAM9/CX3CL1/HYAL3/CCL14/ADAMTS12/CCL5/CCL3	16
BP	GO:0050679	positive regulation of epithelial cell proliferation	15/279	224/18903	1.27380579069244e-06	2.31594690186884e-05	1.56113040513435e-05	FGF9/LRG1/PTN/TNF/TNFSF12/LAMC1/IGF1/ECM1/SFRP1/MDK/VEGFB/WNT5A/IGF2/LAMB1/EGFL7	15
BP	GO:1901214	regulation of neuron death	18/279	325/18903	1.75235977933315e-06	3.1513904944638e-05	2.12428511007262e-05	TNF/IL13/EGLN1/CSF3/SERPINF1/NGF/CX3CL1/MDK/EPO/CLCF1/WNT5A/EGLN2/CCL5/ADAM8/CTSZ/PLXND1/C1QA/CCL3	18
BP	GO:0050671	positive regulation of lymphocyte proliferation	12/279	146/18903	1.794919841772e-06	3.18397139465371e-05	2.14624719990813e-05	IL1A/IL15/IGFBP2/IL13/LGALS9/ANXA1/EBI3/IGF1/EPO/CLCF1/IGF2/CCL5	12
BP	GO:0071604	transforming growth factor beta production	7/279	42/18903	2.45430859031198e-06	4.14352404354202e-05	2.79306117232604e-05	IL13/LGALS9/CX3CL1/LUM/SERPINF2/LTBP1/TSKU	7
BP	GO:0002274	myeloid leukocyte activation	15/279	237/18903	2.57038524066504e-06	4.27407274440231e-05	2.88106126684433e-05	ADAM10/IL15/TNF/IL13/LGALS9/ANXA1/HYAL2/ADAM9/CX3CL1/CST7/WNT5A/CCL5/ANXA3/C1QA/CCL3	15
BP	GO:0048144	fibroblast proliferation	10/279	103/18903	2.94522492457558e-06	4.77732807618656e-05	3.22029495107103e-05	S100A6/IL13/GAS6/PDGFD/PDGFA/IGF1/SFRP1/PDGFC/LIF/WNT5A	10
BP	GO:0014911	positive regulation of smooth muscle cell migration	7/279	44/18903	3.39939062752694e-06	5.40797287811859e-05	3.64539915978218e-05	FGF9/PDGFD/IGF1/MDK/CCL5/S100A11/ADAMTS1	7
BP	GO:0010720	positive regulation of cell development	17/279	307/18903	3.42034041867639e-06	5.41526624181827e-05	3.65031546067755e-05	PLXNA3/PTN/IL34/TNF/NTN1/TGM2/SERPINF1/NGF/CX3CL1/S100A10/TGFB1/MDK/LIF/FGB/CLCF1/PLXND1/MEGF8	17
BP	GO:1903706	regulation of hemopoiesis	20/279	413/18903	3.64819811147725e-06	5.72127372079536e-05	3.85658857481681e-05	FBN1/FSTL3/IL15/PTN/IL34/TNF/GAS6/LGALS9/PF4/ANXA1/CSF3/C1QC/SFRP1/TGFB1/MDK/LIF/LOX/P4HTM/ADAM8/CCL3	20
BP	GO:0002696	positive regulation of leukocyte activation	21/279	450/18903	3.69935710869791e-06	5.7741380531516e-05	3.89222329361017e-05	IL1A/IL15/TNF/IGFBP2/IL13/GAS6/CCL21/LGALS9/ANXA1/EBI3/IGF1/TGFB1/MDK/EPO/CLCF1/WNT5A/IGF2/CCL5/ADAM8/CCL3/TNFSF13	21
BP	GO:0010712	regulation of collagen metabolic process	7/279	45/18903	3.97519953080835e-06	6.08978483678001e-05	4.10499405739907e-05	F2/TGFB1/MFAP4/CST3/WNT4/EMILIN1/SERPINF2	7
BP	GO:0034446	substrate adhesion-dependent cell spreading	10/279	111/18903	5.80193645289057e-06	8.53989291477131e-05	5.75655964956829e-05	LAMC1/LAMA5/LAMC3/S100A10/MDK/FGB/FBLN1/MEGF9/LAMB1/LAMB3	10
BP	GO:0031099	regeneration	13/279	192/18903	5.80681748511195e-06	8.53989291477131e-05	5.75655964956829e-05	ADAM15/PTN/TNF/GAS6/ANXA1/IGF1/MMP2/ANGPT2/MDK/TNC/SERPINA10/SPP1/ANXA3	13
BP	GO:0033627	cell adhesion mediated by integrin	9/279	88/18903	6.02897683468708e-06	8.82738245397325e-05	5.95035021551091e-05	FBN1/CCL21/MMRN1/ADAM9/SERPINE1/LIF/CCL5/EMILIN1/MUC1	9
BP	GO:1904862	inhibitory synapse assembly	5/279	19/18903	6.6327032971981e-06	9.50113212572663e-05	6.40451049749956e-05	FGF13/CBLN4/SEMA4A/WNT5A/HAPLN4	5
BP	GO:0035987	endodermal cell differentiation	7/279	49/18903	7.15516507992803e-06	0.000102053626075353	6.87921724336093e-05	COL5A2/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	7
BP	GO:0006029	proteoglycan metabolic process	9/279	90/18903	7.26345776813496e-06	0.000103153569762912	6.95336210105172e-05	ADAMTS7/FAM20B/HPSE/IGF1/SULF1/GPC1/BGN/ADAMTS12/DCN	9
BP	GO:0030850	prostate gland development	7/279	51/18903	9.40388471122227e-06	0.000126493717518026	8.52667167440307e-05	ANXA1/MMP2/SULF1/SERPINF1/SFRP1/WNT5A/TNC	7
BP	GO:0070997	neuron death	18/279	368/18903	9.8474985939908e-06	0.000130341491390062	8.78604190343852e-05	TNF/IL13/EGLN1/CSF3/SERPINF1/NGF/CX3CL1/MDK/EPO/CLCF1/WNT5A/EGLN2/CCL5/ADAM8/CTSZ/PLXND1/C1QA/CCL3	18
BP	GO:0071692	protein localization to extracellular region	18/279	368/18903	9.8474985939908e-06	0.000130341491390062	8.78604190343852e-05	IL1A/PCSK5/FBN1/TNF/IL13/ANXA1/IGF1/CBLN4/SFRP1/COMP/ADAM9/TGFB1/FGB/CCL5/ADAM8/LTBP1/C1QTNF5/FBN2	18
BP	GO:0050673	epithelial cell proliferation	21/279	481/18903	1.02641674996782e-05	0.000135315259985797	9.12131303494152e-05	FGF9/LRG1/PTN/TNF/TNFSF12/LAMC1/IGF1/ECM1/LAMA5/SULF1/SERPINF1/SFRP1/SERPINB1/CD109/TGFB1/MDK/VEGFB/WNT5A/IGF2/LAMB1/EGFL7	21
BP	GO:0071356	cellular response to tumor necrosis factor	14/279	234/18903	1.05833376357867e-05	0.000138969302527056	9.36762424821722e-05	TNF/ADAMTS7/GAS6/CCL21/CCL4/CTSK/SFRP1/HYAL2/CX3CL1/HYAL3/CCL14/ADAMTS12/CCL5/CCL3	14
BP	GO:0035567	non-canonical Wnt signaling pathway	8/279	72/18903	1.07660372935083e-05	0.000140506028519877	9.47121166940624e-05	SFRP1/CTHRC1/WNT4/SFRP4/GPC6/WNT5A/SFRP5/RSPO3	8
BP	GO:0022411	cellular component disassembly	21/279	483/18903	1.09269995103698e-05	0.000141793887763976	9.55802351392104e-05	ADAMTS15/C1QB/MMP7/ADAM15/FGF13/ADAM10/TNF/CTSS/LAMC1/MMP2/CTSK/C1QC/OGFOD1/CX3CL1/CTSV/TGFB1/CST3/ADAMTS5/ADAM8/C1QA/MMP15	21
BP	GO:0048568	embryonic organ development	20/279	449/18903	1.25328295128337e-05	0.000160120204084814	0.000107933614052813	FGF9/PCSK5/FBN1/TNF/NTN1/EFEMP1/EGLN1/PDGFA/CTHRC1/TGFB1/PDGFC/MMP16/LIF/WNT5A/MFAP2/IGF2/RSPO3/ST14/MEGF8/FBN2	20
BP	GO:1990868	response to chemokine	9/279	98/18903	1.46045926949054e-05	0.000182364517839403	0.000122928031461786	CCL21/PF4/CCL4/CX3CL1/CCL14/CXCL2/LOX/CCL5/CCL3	9
BP	GO:1990869	cellular response to chemokine	9/279	98/18903	1.46045926949054e-05	0.000182364517839403	0.000122928031461786	CCL21/PF4/CCL4/CX3CL1/CCL14/CXCL2/LOX/CCL5/CCL3	9
BP	GO:0008361	regulation of cell size	12/279	183/18903	1.83327263515616e-05	0.000225512979543931	0.000152013489097864	FGF13/PLXNA3/NTN1/SEMA4B/SEMA6C/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	12
BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	11/279	155/18903	1.96641570837625e-05	0.00023922314628739	0.000161255220048347	IL1A/TNF/TNFSF12/PF4/IGF1/TNFSF10/SFRP1/HYAL2/CX3CL1/SERPINE1/FGB	11
BP	GO:0071695	anatomical structure maturation	14/279	250/18903	2.22269162680995e-05	0.000268131011769065	0.000180741395536463	IL15/ADAMTS7/CCL21/IGF1/MMP2/CX3CL1/GDF11/EPO/WNT5A/ADAMTS12/AGRN/C1QA/FAM20C/C1QL1	14
BP	GO:0033619	membrane protein proteolysis	7/279	58/18903	2.23645086879002e-05	0.000268131011769065	0.000180741395536463	MMP7/ADAM10/TNF/ADAM9/TGFB1/ADAM8/TIMP1	7
BP	GO:0007492	endoderm development	8/279	83/18903	3.08471738631803e-05	0.000358151923906188	0.000241422572173884	COL5A2/LAMC1/MMP2/COL12A1/LAMA3/LAMB1/LAMB3/MMP15	8
BP	GO:0031345	negative regulation of cell projection organization	12/279	194/18903	3.26924672297593e-05	0.000376931616945204	0.000254081562662241	FGF13/PLXNA3/NTN1/CCL21/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/TSKU/SEMA3C	12
BP	GO:0034103	regulation of tissue remodeling	8/279	85/18903	3.66921695773456e-05	0.00041580270250492	0.000280283732279724	IL15/SFRP1/TGFB1/CST3/MDK/LTBP3/ADAM8/SPP1	8
BP	GO:0048588	developmental cell growth	13/279	229/18903	3.7881522425435e-05	0.000426360400359742	0.000287400451197625	FGF13/PLXNA3/NTN1/SEMA4B/IGF1/SEMA6C/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	13
BP	GO:0007568	aging	11/279	169/18903	4.37771731556696e-05	0.000481258026485418	0.000324405769948816	IL15/IGFBP2/MMP2/SERPINF1/HYAL2/COMP/CX3CL1/SERPING1/EPO/C1QA/TIMP1	11
BP	GO:0060560	developmental growth involved in morphogenesis	13/279	233/18903	4.5303518862032e-05	0.000496388556008158	0.000334604937151083	FGF13/PLXNA3/NTN1/SEMA4B/SEMA6C/SFRP1/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	13
BP	GO:0070234	positive regulation of T cell apoptotic process	4/279	15/18903	5.57667090511299e-05	0.000591448846955733	0.000398683051549744	LGALS9/WNT5A/CCL5/ADAM8	4
BP	GO:0061383	trabecula morphogenesis	6/279	47/18903	6.32877004312014e-05	0.000658550316751086	0.000443914720998728	EGLN1/MMP2/SFRP1/NRG1/ADAMTS1/FBN2	6
BP	GO:0071346	cellular response to interferon-gamma	9/279	118/18903	6.42123362368012e-05	0.00066607718058801	0.000448988419355822	TNF/CCL21/LGALS9/CCL4/CX3CL1/CCL14/WNT5A/CCL5/CCL3	9
BP	GO:0006953	acute-phase response	6/279	48/18903	7.14415586761165e-05	0.000731888909161825	0.00049335070175881	IL1A/TNF/SERPINA3/F2/EPO/SERPINF2	6
BP	GO:0001738	morphogenesis of a polarized epithelium	8/279	96/18903	8.7925549167617e-05	0.000871367556892563	0.000587370282977952	LAMA5/LAMA1/SFRP1/CTHRC1/LAMA3/GPC6/WNT5A/RSPO3	8
BP	GO:0006959	humoral immune response	15/279	320/18903	8.79530867337915e-05	0.000871367556892563	0.000587370282977952	C1QB/TNF/PF4/EBI3/COLEC11/F2/C1QC/CXCL14/MFAP4/SERPING1/FGB/CXCL2/SLPI/S100A9/C1QA	15
BP	GO:0002269	leukocyte activation involved in inflammatory response	6/279	50/18903	9.02566425393693e-05	0.000888866756436825	0.000599166120115675	TNF/IL13/CX3CL1/CST7/C1QA/CCL3	6
BP	GO:0032964	collagen biosynthetic process	6/279	50/18903	9.02566425393693e-05	0.000888866756436825	0.000599166120115675	PCOLCE/F2/TGFB1/WNT4/EMILIN1/SERPINF2	6
BP	GO:0090594	inflammatory response to wounding	4/279	17/18903	9.49953422057468e-05	0.000916441945652525	0.000617753966960189	IL1A/TGFB1/MDK/TIMP1	4
BP	GO:0006516	glycoprotein catabolic process	5/279	32/18903	9.81737826363389e-05	0.00094161462824245	0.000634722335336086	HPSE/GPC1/CST3/NGLY1/ADAMTS12	5
BP	GO:0150076	neuroinflammatory response	7/279	73/18903	0.000100398183145124	0.000957399389127419	0.000645362505944235	TNF/IL13/IGF1/CX3CL1/CST7/C1QA/CCL3	7
BP	GO:0060688	regulation of morphogenesis of a branching structure	6/279	51/18903	0.000101037010249788	0.000957969819245125	0.000645747020718748	TNF/PDGFA/SULF1/SFRP1/MDK/WNT5A	6
BP	GO:2000027	regulation of animal organ morphogenesis	9/279	129/18903	0.000127853335101611	0.00119510363234811	0.000805593865835012	TNF/PDGFA/SULF1/SFRP1/CTHRC1/WNT4/GPC6/WNT5A/RSPO3	9
BP	GO:0042692	muscle cell differentiation	17/279	409/18903	0.000131238609371489	0.00121985550115241	0.000822278572614385	GDF15/ADAMTS15/FGF9/EFEMP2/LAMC1/IGF1/LAMA1/ADAM12/COMP/NRG1/TGFB1/WNT4/LOX/IGF2/SEMA4C/ADAMTS5/LAMB1	17
BP	GO:0001666	response to hypoxia	14/279	296/18903	0.000137281652578986	0.00126536208463472	0.00085295358983982	IL1A/ADAM15/TNF/PLOD2/EGLN1/PDGFA/ANGPTL4/MMP2/ANGPT2/SFRP1/EPO/VEGFB/EGLN2/ADAM8	14
BP	GO:2000352	negative regulation of endothelial cell apoptotic process	5/279	35/18903	0.000152645053482182	0.00138764418124324	0.000935381342766753	IL13/GAS6/ANGPTL4/SERPINE1/FGB	5
BP	GO:0021700	developmental maturation	14/279	304/18903	0.000181109434520409	0.00163294582786931	0.00110073395023304	IL15/ADAMTS7/CCL21/IGF1/MMP2/CX3CL1/GDF11/EPO/WNT5A/ADAMTS12/AGRN/C1QA/FAM20C/C1QL1	14
BP	GO:0072376	protein activation cascade	4/279	20/18903	0.000186750339391345	0.00167923063327707	0.00113193355025818	F12/FGB/FBLN1/F13A1	4
BP	GO:0060840	artery development	8/279	107/18903	0.000188010221252304	0.00168597783773407	0.00113648169685817	EFEMP2/ADAMTS6/COMP/MDK/LOX/ADAMTS9/PLXND1/LOXL1	8
BP	GO:0051149	positive regulation of muscle cell differentiation	7/279	82/18903	0.000209294699719231	0.00185175444216828	0.00124822816972995	EFEMP2/LAMC1/IGF1/LAMA1/NRG1/TGFB1/LAMB1	7
BP	GO:0070661	leukocyte proliferation	15/279	348/18903	0.000220325078466474	0.00193897788469564	0.0013070236317762	IL1A/IL15/IL34/IGFBP2/IL13/LGALS9/ANXA1/EBI3/IGF1/CX3CL1/WNT4/EPO/CLCF1/IGF2/CCL5	15
BP	GO:0051785	positive regulation of nuclear division	6/279	59/18903	0.00022905742118103	0.00197898435166587	0.00133399113778371	IL1A/TNF/IGF1/WNT4/WNT5A/IGF2	6
BP	GO:0034329	cell junction assembly	17/279	430/18903	0.000237141689192107	0.00203885457838227	0.00137434838052267	FGF13/TNF/NTN1/LAMC1/CBLN4/SFRP1/SEMA4A/S100A10/NRG1/WNT4/LAMA3/GPC6/SRPX2/WNT5A/AGRN/PLXND1/HAPLN4	17
BP	GO:0033273	response to vitamin	7/279	86/18903	0.000281374507113397	0.0023452600605497	0.00158088978012273	IL1A/IL15/GAS6/SFRP1/EPO/POSTN/SPP1	7
BP	GO:0009306	protein secretion	15/279	359/18903	0.000307139139018521	0.00250292646359432	0.00168716933923633	IL1A/PCSK5/TNF/IL13/ANXA1/IGF1/CBLN4/SFRP1/COMP/ADAM9/TGFB1/FGB/CCL5/ADAM8/C1QTNF5	15
BP	GO:0051099	positive regulation of binding	10/279	177/18903	0.000308611059881076	0.00250292646359432	0.00168716933923633	SPON1/CSF3/IGF1/CTHRC1/NGF/S100A10/TGFB1/ANXA2/WNT5A/PLXND1	10
BP	GO:0035592	establishment of protein localization to extracellular region	15/279	360/18903	0.000316322789837195	0.00255919831680019	0.00172510099514867	IL1A/PCSK5/TNF/IL13/ANXA1/IGF1/CBLN4/SFRP1/COMP/ADAM9/TGFB1/FGB/CCL5/ADAM8/C1QTNF5	15
BP	GO:0042098	T cell proliferation	11/279	212/18903	0.000325277894205764	0.00261565622041119	0.00176315806367047	IL1A/IL15/IGFBP2/LGALS9/ANXA1/EBI3/IGF1/WNT4/EPO/IGF2/CCL5	11
BP	GO:0002053	positive regulation of mesenchymal cell proliferation	4/279	23/18903	0.000329624854612108	0.00261565622041119	0.00176315806367047	FGF9/PDGFA/CHRD/WNT5A	4
BP	GO:0008544	epidermis development	15/279	362/18903	0.000335401702288604	0.00265512974371529	0.00178976632372085	IL1A/TNF/LAMC2/HPSE/ANXA1/PDGFA/PLOD3/LAMA5/ADAM9/CD109/LAMA3/SFRP4/WNT5A/ST14/LAMB3	15
BP	GO:0048864	stem cell development	7/279	89/18903	0.000347542264999073	0.00274467149136499	0.00185012450579836	SEMA4B/LAMA5/SEMA6C/SEMA4A/NRG1/SEMA4C/SEMA3C	7
BP	GO:2000347	positive regulation of hepatocyte proliferation	3/279	10/18903	0.000353490526302493	0.002765248585189	0.00186399508581556	PTN/TNF/MDK	3
BP	GO:0000768	syncytium formation by plasma membrane fusion	6/279	64/18903	0.000358412665397269	0.00278549848966973	0.00187764511447572	GDF15/ADAMTS15/ADAM12/ADAM9/CD109/ADAMTS5	6
BP	GO:0140253	cell-cell fusion	6/279	64/18903	0.000358412665397269	0.00278549848966973	0.00187764511447572	GDF15/ADAMTS15/ADAM12/ADAM9/CD109/ADAMTS5	6
BP	GO:0051043	regulation of membrane protein ectodomain proteolysis	4/279	24/18903	0.000390985451581134	0.00300178853661711	0.00202344162144443	TNF/ADAM9/ADAM8/TIMP1	4
BP	GO:0072577	endothelial cell apoptotic process	6/279	66/18903	0.000423803260866474	0.00322382756369463	0.0021731133932875	TNF/IL13/GAS6/ANGPTL4/SERPINE1/FGB	6
BP	GO:0007159	leukocyte cell-cell adhesion	16/279	414/18903	0.000461898172431615	0.00346580737545627	0.00233622682272966	IL1A/LRG1/IL15/TNF/IGFBP2/CCL21/LGALS9/ANXA1/EBI3/IGF1/MDK/EPO/IGF2/S100A9/CCL5/ADAM8	16
BP	GO:0048563	post-embryonic animal organ morphogenesis	3/279	11/18903	0.000480752231958452	0.00356683662679488	0.00240432848600415	FBN1/EFEMP1/MFAP2	3
BP	GO:1903510	mucopolysaccharide metabolic process	7/279	95/18903	0.000517138169057144	0.00379487939933683	0.00255804725459902	IL15/HPSE/HYAL2/TGFB1/HYAL3/BGN/DCN	7
BP	GO:0071216	cellular response to biotic stimulus	12/279	261/18903	0.000526804773064357	0.00384811698470189	0.00259393357528378	IL1A/TNF/PF4/CSF3/ADAM9/CX3CL1/TGFB1/SERPINE1/CXCL2/WNT5A/CCL5/CCL3	12
BP	GO:0019730	antimicrobial humoral response	8/279	125/18903	0.000540343104791755	0.00391246243710267	0.00263730747219562	PF4/COLEC11/F2/CXCL14/FGB/CXCL2/SLPI/S100A9	8
BP	GO:0001867	complement activation, lectin pathway	3/279	12/18903	0.000634021946578422	0.0044733019642388	0.00301535743418174	COLEC11/MFAP4/SERPING1	3
BP	GO:0051798	positive regulation of hair follicle development	3/279	12/18903	0.000634021946578422	0.0044733019642388	0.00301535743418174	TNF/HPSE/WNT5A	3
BP	GO:0003416	endochondral bone growth	4/279	28/18903	0.000719244489977545	0.00497903769317092	0.00335626310121651	ECM1/COMP/COL27A1/TSKU	4
BP	GO:0042634	regulation of hair cycle	4/279	28/18903	0.000719244489977545	0.00497903769317092	0.00335626310121651	TNF/HPSE/WNT5A/TSKU	4
BP	GO:0021915	neural tube development	9/279	164/18903	0.000755130224094379	0.00517050523464281	0.00348532728673256	CHRD/PLOD3/SFRP1/CTHRC1/TGFB1/WNT5A/SEMA4C/ST14/SEMA3C	9
BP	GO:0031346	positive regulation of cell projection organization	14/279	352/18903	0.000785770718808946	0.00529610408228119	0.00356999079077917	PLXNA3/PTN/NTN1/CCL21/SERPINF1/NGF/CX3CL1/MDK/EPO/WNT5A/S100A9/AGRN/PLXND1/MEGF8	14
BP	GO:0097048	dendritic cell apoptotic process	3/279	13/18903	0.000815258455242917	0.00538461123432897	0.00362965157403034	GAS6/CCL21/LGALS9	3
BP	GO:1903532	positive regulation of secretion by cell	12/279	278/18903	0.000915728564140074	0.00590671699559358	0.00398159193067163	IL1A/IL13/IGF1/ADAM9/S100A10/TGFB1/HYAL3/ANXA2/C1QTNF1/FGB/ADAM8/SPP1	12
BP	GO:1901888	regulation of cell junction assembly	10/279	204/18903	0.00093466972586254	0.00600608785781007	0.00404857570921396	TNF/NTN1/SFRP1/SEMA4A/S100A10/WNT4/GPC6/SRPX2/WNT5A/AGRN	10
BP	GO:0016322	neuron remodeling	3/279	14/18903	0.0010263175670368	0.00651839698526827	0.00439391236397814	CX3CL1/C1QA/C1QL1	3
BP	GO:0043922	negative regulation by host of viral transcription	3/279	14/18903	0.0010263175670368	0.00651839698526827	0.00439391236397814	CCL4/CCL5/CCL3	3
BP	GO:0060055	angiogenesis involved in wound healing	4/279	31/18903	0.00106758486953957	0.006703775625261	0.0045188721508893	TNF/HPSE/CX3CL1/SERPINE1	4
BP	GO:0071295	cellular response to vitamin	4/279	31/18903	0.00106758486953957	0.006703775625261	0.0045188721508893	IL15/GAS6/SFRP1/POSTN	4
BP	GO:0043547	positive regulation of GTPase activity	12/279	283/18903	0.00106766085056287	0.006703775625261	0.0045188721508893	TGM2/CCL21/CCL4/SFRP1/CX3CL1/S100A10/WNT4/CCL14/WNT5A/CCL5/AGRN/CCL3	12
BP	GO:0032526	response to retinoic acid	7/279	108/18903	0.00110979029506786	0.00691581183875618	0.00466180123946632	TNF/IGFBP2/PDGFA/WNT9A/MMP2/SERPINF1/WNT5A	7
BP	GO:0048644	muscle organ morphogenesis	6/279	80/18903	0.00118056332848784	0.00731551320967463	0.00493123140758078	EFEMP2/EGLN1/NRG1/TGFB1/LIF/WNT5A	6
BP	GO:1901136	carbohydrate derivative catabolic process	9/279	176/18903	0.00124307628655376	0.0075932442139223	0.00511844395326982	OVGP1/HPSE/GPC1/HYAL2/TGFB1/HYAL3/CST3/NGLY1/ADAMTS12	9
BP	GO:1902905	positive regulation of supramolecular fiber organization	9/279	176/18903	0.00124307628655376	0.0075932442139223	0.00511844395326982	EFEMP2/CCL21/TNXB/CSF3/SFRP1/CX3CL1/S100A10/WNT4/SERPINF2	9
BP	GO:0035107	appendage morphogenesis	8/279	142/18903	0.00124374081714895	0.0075932442139223	0.00511844395326982	FREM2/FGF9/PCSK5/FRAS1/WNT5A/MEGF8/SEMA3C/FBN2	8
BP	GO:0035108	limb morphogenesis	8/279	142/18903	0.00124374081714895	0.0075932442139223	0.00511844395326982	FREM2/FGF9/PCSK5/FRAS1/WNT5A/MEGF8/SEMA3C/FBN2	8
BP	GO:0051384	response to glucocorticoid	8/279	142/18903	0.00124374081714895	0.0075932442139223	0.00511844395326982	TNF/IGFBP2/ANXA1/SERPINF1/ADAM9/MDK/EPO/ANXA3	8
BP	GO:0198738	cell-cell signaling by wnt	16/279	458/18903	0.00134387136165613	0.00803245612183267	0.00541450733157208	FGF9/IGFBP2/WNT9A/SULF1/SFRP1/CTHRC1/TGFB1/MDK/WNT4/SFRP4/GPC6/WNT5A/SFRP5/RSPO3/TSKU/IGFBP6	16
BP	GO:0043087	regulation of GTPase activity	14/279	376/18903	0.00147175700928914	0.00875907184125498	0.00590430348860979	PLXNA3/TGM2/CCL21/CCL4/SFRP1/CX3CL1/S100A10/WNT4/CCL14/WNT5A/CCL5/AGRN/PLXND1/CCL3	14
BP	GO:0030214	hyaluronan catabolic process	3/279	16/18903	0.00154483087667344	0.0090315289238735	0.00608796099622654	HYAL2/TGFB1/HYAL3	3
BP	GO:0042303	molting cycle	7/279	115/18903	0.00159850171604628	0.00929603194797391	0.00626625684266409	TNF/HPSE/PDGFA/LAMA5/CD109/WNT5A/TSKU	7
BP	GO:0042633	hair cycle	7/279	115/18903	0.00159850171604628	0.00929603194797391	0.00626625684266409	TNF/HPSE/PDGFA/LAMA5/CD109/WNT5A/TSKU	7
BP	GO:0003007	heart morphogenesis	11/279	258/18903	0.0016351359950453	0.00944274821243872	0.00636515514693822	ADAM15/LEFTY1/EGLN1/ELN/NRG1/TGFB1/WNT5A/PLXND1/ADAMTS1/MEGF8/SEMA3C	11
BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	5/279	58/18903	0.00163514497604333	0.00944274821243872	0.00636515514693822	FGF9/FGF18/SULF1/VEGFB/EMILIN1	5
BP	GO:0050866	negative regulation of cell activation	10/279	221/18903	0.00170371072655484	0.00971996343822408	0.00655202001736789	LGALS9/ANXA1/PDGFA/F2/SFRP1/CX3CL1/MDK/CST7/C1QTNF1/EMILIN1	10
BP	GO:0045927	positive regulation of growth	11/279	261/18903	0.00179110792935055	0.010113952454302	0.00681759960893448	FGF9/ADAM10/NTN1/IGF1/F2/SFRP1/NGF/IGF2/S100A9/AGRN/MEGF8	11
BP	GO:0010224	response to UV-B	3/279	17/18903	0.00185550991977365	0.010459765459167	0.0070507047789839	HYAL2/HYAL3/MFAP4	3
BP	GO:0032355	response to estradiol	7/279	121/18903	0.00213825352313337	0.0119316710085132	0.00804288491261137	IGFBP2/ANXA1/PDGFA/MMP2/SFRP1/TGFB1/MMP15	7
BP	GO:0032233	positive regulation of actin filament bundle assembly	5/279	62/18903	0.0022015409909043	0.0120861757477612	0.00814703326160106	SFRP1/CX3CL1/S100A10/WNT4/SERPINF2	5
BP	GO:0045780	positive regulation of bone resorption	3/279	18/18903	0.00220246720335449	0.0120861757477612	0.00814703326160106	LTBP3/ADAM8/SPP1	3
BP	GO:0048535	lymph node development	3/279	18/18903	0.00220246720335449	0.0120861757477612	0.00814703326160106	IL15/TGFB1/LTB	3
BP	GO:0048839	inner ear development	9/279	193/18903	0.00234040609934544	0.012748942501874	0.00859379019308457	FREM2/FGF9/ADAM10/NTN1/PDGFA/CTHRC1/WNT5A/TSKU/C1QTNF5	9
BP	GO:0022604	regulation of cell morphogenesis	12/279	312/18903	0.00241958988217308	0.0130397767428514	0.00878983535114823	PLXNA3/ANXA1/F2/SEMA4A/S100A10/MDK/COCH/FGB/FBLN1/WNT5A/PLXND1/CCL3	12
BP	GO:0002544	chronic inflammatory response	3/279	19/18903	0.00258708960745433	0.013763150339335	0.00927744606227065	TNF/S100A9/CCL5	3
BP	GO:0031100	animal organ regeneration	5/279	65/18903	0.00271142891274462	0.0143553892356351	0.0096766616692309	TNF/GAS6/ANGPT2/SERPINA10/ANXA3	5
BP	GO:0002683	negative regulation of immune system process	15/279	449/18903	0.0028834022843937	0.0151447272366012	0.0102087375783296	FBN1/FSTL3/TNF/CCL21/LGALS9/ANXA1/C1QC/SFRP1/CX3CL1/TGFB1/MDK/SERPING1/CST7/EMILIN1/CCL3	15
BP	GO:0048706	embryonic skeletal system development	7/279	128/18903	0.00293505700516925	0.0153672525792802	0.010358737165146	FGF9/PCSK5/WNT9A/SULF1/MMP16/WNT5A/MEGF8	7
BP	GO:1902473	regulation of protein localization to synapse	3/279	20/18903	0.00301067889005368	0.0156394606706242	0.0105422268330559	ADAM10/GPC6/WNT5A	3
BP	GO:1903978	regulation of microglial cell activation	3/279	20/18903	0.00301067889005368	0.0156394606706242	0.0105422268330559	CX3CL1/CST7/CCL3	3
