ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0048247	lymphocyte chemotaxis	10/246	65/18903	1.10930647984616e-08	4.7008676421682e-07	3.13759763237924e-07	ADAM10/GAS6/CCL21/CCL4/CX3CL1/CCL14/WNT5A/CCL5/ADAM8/CCL3	10
BP	GO:0001655	urogenital system development	21/246	360/18903	1.12342274502468e-08	4.7008676421682e-07	3.13759763237924e-07	FBN1/FRAS1/PDGFD/ANXA1/PDGFA/ADAMTS6/MMP2/LAMA5/SULF1/ANGPT2/SERPINF1/SFRP1/HYAL2/GDF11/WNT4/LIF/WNT5A/MMP17/TNC/PLXND1/ADAMTS1	21
BP	GO:0048659	smooth muscle cell proliferation	15/246	179/18903	1.32536229516954e-08	5.47476578850803e-07	3.65413653040671e-07	FGF9/EFEMP2/OGN/IL15/TNF/IL13/PDGFD/ELN/IGF1/MMP2/CX3CL1/TGFB1/CCL5/SERPINF2/ADAMTS1	15
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	18/246	266/18903	1.35161647893802e-08	5.51254214574467e-07	3.67935038836824e-07	IL15/TNF/IL13/GAS6/PDGFD/PDGFA/CSF3/IGF1/CTF1/SFRP1/HYAL2/TGFB1/PDGFC/EPO/LIF/CLCF1/IGF2/CCL5	18
BP	GO:0110148	biomineralization	15/246	181/18903	1.54056315300152e-08	6.20461809871364e-07	4.14127700208173e-07	PTN/GAS6/IGF1/ECM1/COMP/MGP/TGFB1/WNT4/LTBP3/CLEC3B/LOX/SPP1/CCL3/FAM20C/FBN2	15
BP	GO:1900047	negative regulation of hemostasis	9/246	51/18903	1.74814791829384e-08	6.95374394165773e-07	4.64128160763395e-07	F12/PDGFA/F2/COMP/SERPING1/ANXA2/C1QTNF1/FGB/SERPINF2	9
BP	GO:0048846	axon extension involved in axon guidance	8/246	37/18903	2.04643588951367e-08	7.94411618796754e-07	5.30230630599421e-07	PLXNA3/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/MEGF8/SEMA3C	8
BP	GO:1902284	neuron projection extension involved in neuron projection guidance	8/246	37/18903	2.04643588951367e-08	7.94411618796754e-07	5.30230630599421e-07	PLXNA3/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/MEGF8/SEMA3C	8
BP	GO:0048146	positive regulation of fibroblast proliferation	9/246	53/18903	2.48945956663443e-08	9.54885562344776e-07	6.37339084540618e-07	S100A6/IL13/GAS6/PDGFD/PDGFA/IGF1/PDGFC/LIF/WNT5A	9
BP	GO:0061041	regulation of wound healing	13/246	137/18903	2.86464371718756e-08	1.08586847726804e-06	7.24763729314451e-07	F12/TNF/ANXA1/PDGFA/F2/MMRN1/SERPING1/WNT4/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	13
BP	GO:0050819	negative regulation of coagulation	9/246	54/18903	2.95373348225619e-08	1.1066196837011e-06	7.38614137607025e-07	F12/ANXA5/PDGFA/F2/SERPING1/ANXA2/C1QTNF1/FGB/SERPINF2	9
BP	GO:1900046	regulation of hemostasis	10/246	72/18903	3.0682288208722e-08	1.13630267366094e-06	7.58426071511421e-07	F12/PDGFA/F2/COMP/SERPING1/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	10
BP	GO:0001558	regulation of cell growth	22/246	422/18903	3.74395484649956e-08	1.37079801311609e-06	9.1494016165055e-07	ADAM10/PLXNA3/KAZALD1/NTN1/SEMA4B/IGF1/F2/MUC12/SEMA6C/SFRP1/HYAL2/NGF/SEMA4A/TGFB1/WNT5A/SEMA4C/TNC/EGLN2/SPP1/LTBP4/MEGF8/SEMA3C	22
BP	GO:0018126	protein hydroxylation	7/246	27/18903	4.12852353865163e-08	1.47801142683728e-06	9.86499835025178e-07	PLOD2/EGLN1/PLOD3/OGFOD1/P4HTM/EGLN2/P4HA1	7
BP	GO:0048843	negative regulation of axon extension involved in axon guidance	7/246	27/18903	4.12852353865163e-08	1.47801142683728e-06	9.86499835025178e-07	PLXNA3/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SEMA3C	7
BP	GO:0050818	regulation of coagulation	10/246	75/18903	4.58394708463147e-08	1.62301950622886e-06	1.08328558633917e-06	F12/ANXA5/PDGFA/F2/SERPING1/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	10
BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	12/246	120/18903	5.49864092851732e-08	1.92571968170465e-06	1.28532304541887e-06	FBN1/FSTL3/HTRA3/SULF1/GPC1/SFRP1/WNT4/CRIM1/WNT5A/ADAMTS12/EMILIN1/DCN	12
BP	GO:0048661	positive regulation of smooth muscle cell proliferation	11/246	98/18903	5.99740428921259e-08	2.07781038923043e-06	1.38683610219143e-06	FGF9/TNF/IL13/PDGFD/IGF1/MMP2/CX3CL1/TGFB1/CCL5/SERPINF2/ADAMTS1	11
BP	GO:0072676	lymphocyte migration	12/246	124/18903	7.93318497802119e-08	2.71922574459407e-06	1.81494926204897e-06	ADAM10/GAS6/CCL21/CCL4/ECM1/CX3CL1/CCL14/WNT5A/ARTN/CCL5/ADAM8/CCL3	12
BP	GO:0010811	positive regulation of cell-substrate adhesion	12/246	125/18903	8.67560304475609e-08	2.94239926423201e-06	1.96390659506224e-06	EFEMP2/CCL21/EDIL3/FBLN2/COL26A1/SFRP1/CX3CL1/S100A10/MDK/WNT4/FGB/EMILIN1	12
BP	GO:0070167	regulation of biomineral tissue development	11/246	103/18903	1.00831384952815e-07	3.38415335747884e-06	2.25875569581799e-06	PTN/GAS6/ECM1/COMP/MGP/TGFB1/WNT4/LTBP3/CCL3/FAM20C/FBN2	11
BP	GO:0002688	regulation of leukocyte chemotaxis	12/246	127/18903	1.03493434699643e-07	3.43384764260372e-06	2.29192418368434e-06	ADAM10/PTN/GAS6/CCL21/LGALS9/CCL4/S100A14/MDK/VEGFB/WNT5A/CCL5/CCL3	12
BP	GO:0030517	negative regulation of axon extension	8/246	45/18903	1.0444353475331e-07	3.43384764260372e-06	2.29192418368434e-06	PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SEMA3C	8
BP	GO:0097529	myeloid leukocyte migration	16/246	242/18903	1.21614462986702e-07	3.88872890330178e-06	2.59553502219789e-06	IL1A/CCL21/PDGFD/PF4/ANXA1/CCL4/MMP2/S100A14/CX3CL1/MDK/CCL14/VEGFB/CCL5/ADAM8/EMILIN1/CCL3	16
BP	GO:0022407	regulation of cell-cell adhesion	23/246	490/18903	1.22098943005248e-07	3.88872890330178e-06	2.59553502219789e-06	IL1A/FSTL3/IL15/TNF/IGFBP2/CCL21/LGALS9/ANXA1/EBI3/IGF1/MMRN1/CX3CL1/TGFB1/MDK/WNT4/EPO/C1QTNF1/FGB/WNT5A/IGF2/CCL5/ADAM8/SERPINF2	23
BP	GO:0030500	regulation of bone mineralization	10/246	83/18903	1.2280333270419e-07	3.88872890330178e-06	2.59553502219789e-06	PTN/ECM1/COMP/MGP/TGFB1/WNT4/LTBP3/CCL3/FAM20C/FBN2	10
BP	GO:0110149	regulation of biomineralization	11/246	105/18903	1.23106874033762e-07	3.88872890330178e-06	2.59553502219789e-06	PTN/GAS6/ECM1/COMP/MGP/TGFB1/WNT4/LTBP3/CCL3/FAM20C/FBN2	11
BP	GO:0035272	exocrine system development	8/246	46/18903	1.25021270560697e-07	3.91085955093754e-06	2.61030613955549e-06	TNF/PDGFA/LAMA5/LAMA1/TGFB1/IGF2/PLXND1/SEMA3C	8
BP	GO:0001822	kidney development	18/246	309/18903	1.32725259814875e-07	4.11193064541853e-06	2.7445111923258e-06	FBN1/FRAS1/PDGFD/PDGFA/ADAMTS6/LAMA5/SULF1/ANGPT2/SERPINF1/SFRP1/HYAL2/GDF11/WNT4/LIF/WNT5A/MMP17/PLXND1/ADAMTS1	18
BP	GO:0007435	salivary gland morphogenesis	7/246	32/18903	1.48036462161685e-07	4.54260458176141e-06	3.03196483404834e-06	TNF/PDGFA/LAMA5/LAMA1/TGFB1/PLXND1/SEMA3C	7
BP	GO:0050771	negative regulation of axonogenesis	9/246	65/18903	1.56778713131235e-07	4.72094405335364e-06	3.15099764807785e-06	PLXNA3/NTN1/SEMA4B/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/SEMA3C	9
BP	GO:1905330	regulation of morphogenesis of an epithelium	9/246	65/18903	1.56778713131235e-07	4.72094405335364e-06	3.15099764807785e-06	TNF/PDGFA/SULF1/SFRP1/MDK/WNT4/LIF/WNT5A/ADAMTS12	9
BP	GO:0061387	regulation of extent of cell growth	11/246	108/18903	1.64718721333677e-07	4.89575080893882e-06	3.2676725481597e-06	PLXNA3/NTN1/SEMA4B/SEMA6C/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/MEGF8/SEMA3C	11
BP	GO:0045766	positive regulation of angiogenesis	14/246	187/18903	1.67142330534845e-07	4.89575080893882e-06	3.2676725481597e-06	IL1A/LRG1/TNFSF12/FGF18/ANGPTL4/ECM1/ANGPT2/ADAM12/S100A1/MDK/VEGFB/WNT5A/EMILIN1/ANXA3	14
BP	GO:1904018	positive regulation of vasculature development	14/246	187/18903	1.67142330534845e-07	4.89575080893882e-06	3.2676725481597e-06	IL1A/LRG1/TNFSF12/FGF18/ANGPTL4/ECM1/ANGPT2/ADAM12/S100A1/MDK/VEGFB/WNT5A/EMILIN1/ANXA3	14
BP	GO:0043542	endothelial cell migration	17/246	281/18903	1.74809665441585e-07	5.07420488335845e-06	3.38678185393228e-06	S100A2/PTN/TNF/TNFSF12/ANXA1/FGF18/LGALS8/ANGPT2/SERPINF1/SEMA4A/TGFB1/WNT5A/ADAMTS9/DCN/PLXND1/ANXA3/FSTL1	17
BP	GO:0048145	regulation of fibroblast proliferation	10/246	87/18903	1.93005216396996e-07	5.55234649313501e-06	3.70591782987841e-06	S100A6/IL13/GAS6/PDGFD/PDGFA/IGF1/SFRP1/PDGFC/LIF/WNT5A	10
BP	GO:0072001	renal system development	18/246	318/18903	2.0351427165418e-07	5.79433251330968e-06	3.86743158048015e-06	FBN1/FRAS1/PDGFD/PDGFA/ADAMTS6/LAMA5/SULF1/ANGPT2/SERPINF1/SFRP1/HYAL2/GDF11/WNT4/LIF/WNT5A/MMP17/PLXND1/ADAMTS1	18
BP	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	9/246	67/18903	2.05013627100342e-07	5.79433251330968e-06	3.86743158048015e-06	IL15/TNF/IL13/IGF1/CTF1/EPO/LIF/CLCF1/CCL5	9
BP	GO:0060445	branching involved in salivary gland morphogenesis	6/246	21/18903	2.10566589999929e-07	5.84866856017044e-06	3.90369821569741e-06	TNF/PDGFA/LAMA5/LAMA1/PLXND1/SEMA3C	6
BP	GO:0140131	positive regulation of lymphocyte chemotaxis	6/246	21/18903	2.10566589999929e-07	5.84866856017044e-06	3.90369821569741e-06	ADAM10/CCL21/CCL4/WNT5A/CCL5/CCL3	6
BP	GO:0007431	salivary gland development	7/246	34/18903	2.31415054776218e-07	6.37281458537585e-06	4.25353987321469e-06	TNF/PDGFA/LAMA5/LAMA1/TGFB1/PLXND1/SEMA3C	7
BP	GO:0034612	response to tumor necrosis factor	16/246	254/18903	2.35387919374673e-07	6.42728708665419e-06	4.28989758503529e-06	ADAM10/TNF/ADAMTS7/GAS6/CCL21/CCL4/CTSK/SFRP1/HYAL2/ADAM9/CX3CL1/HYAL3/CCL14/ADAMTS12/CCL5/CCL3	16
BP	GO:0030195	negative regulation of blood coagulation	8/246	50/18903	2.45951213097702e-07	6.65928410588904e-06	4.44474416947019e-06	F12/PDGFA/F2/SERPING1/ANXA2/C1QTNF1/FGB/SERPINF2	8
BP	GO:0050679	positive regulation of epithelial cell proliferation	15/246	224/18903	2.58103603844849e-07	6.93008176323419e-06	4.62548826890374e-06	FGF9/LRG1/PTN/TNF/TNFSF12/LAMC1/IGF1/ECM1/SFRP1/MDK/VEGFB/WNT5A/IGF2/LAMB1/EGFL7	15
BP	GO:0007229	integrin-mediated signaling pathway	11/246	113/18903	2.62176140307631e-07	6.98125226505113e-06	4.65964205870805e-06	ADAM10/PTN/ADAM11/LAMC1/LAMA5/LAMA1/ADAM9/LAMA3/LAMB1/ADAMTS1/TIMP1	11
BP	GO:0030193	regulation of blood coagulation	9/246	70/18903	3.01424324526891e-07	7.96056699693149e-06	5.31328641077168e-06	F12/PDGFA/F2/SERPING1/ANXA2/C1QTNF1/FGB/EMILIN1/SERPINF2	9
BP	GO:0071711	basement membrane organization	7/246	36/18903	3.51217404500266e-07	9.14492381228685e-06	6.10378625518705e-06	CTSS/LAMC1/PLOD3/LAMA1/PXDN/LAMB1/LAMB3	7
BP	GO:0010631	epithelial cell migration	19/246	366/18903	3.51946167822337e-07	9.14492381228685e-06	6.10378625518705e-06	LRG1/S100A2/PTN/TNF/TNFSF12/ANXA1/FGF18/LGALS8/ANGPT2/SERPINF1/ADAM9/SEMA4A/TGFB1/WNT5A/ADAMTS9/DCN/PLXND1/ANXA3/FSTL1	19
BP	GO:0051781	positive regulation of cell division	10/246	93/18903	3.6406372286663e-07	9.38410652061027e-06	6.2634289331918e-06	FGF9/IL1A/PTN/PDGFD/PDGFA/TGFB1/PDGFC/MDK/VEGFB/IGF2	10
BP	GO:0072677	eosinophil migration	6/246	23/18903	3.83258143915755e-07	9.80045825156001e-06	6.54132320818619e-06	CCL21/CCL4/CX3CL1/CCL5/ADAM8/CCL3	6
BP	GO:0090132	epithelium migration	19/246	369/18903	3.98568870106641e-07	1.01117236179811e-05	6.74907751038432e-06	LRG1/S100A2/PTN/TNF/TNFSF12/ANXA1/FGF18/LGALS8/ANGPT2/SERPINF1/ADAM9/SEMA4A/TGFB1/WNT5A/ADAMTS9/DCN/PLXND1/ANXA3/FSTL1	19
BP	GO:0061035	regulation of cartilage development	9/246	73/18903	4.34966733658801e-07	1.09489282488176e-05	7.30787036895502e-06	ADAMTS7/EFEMP1/FGF18/WNT9A/CTSK/MDK/LTBP3/WNT5A/ADAMTS12	9
BP	GO:0050671	positive regulation of lymphocyte proliferation	12/246	146/18903	4.76512317137101e-07	1.18101745062749e-05	7.88270982923965e-06	IL1A/IL15/IGFBP2/IL13/LGALS9/ANXA1/EBI3/IGF1/EPO/CLCF1/IGF2/CCL5	12
BP	GO:0050768	negative regulation of neurogenesis	12/246	146/18903	4.76512317137101e-07	1.18101745062749e-05	7.88270982923965e-06	PLXNA3/PTN/TNF/NTN1/SEMA4B/F2/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/SEMA3C	12
BP	GO:0002696	positive regulation of leukocyte activation	21/246	450/18903	4.86798556574024e-07	1.19352071244154e-05	7.96616294396441e-06	IL1A/IL15/TNF/IGFBP2/IL13/GAS6/CCL21/LGALS9/ANXA1/EBI3/IGF1/TGFB1/MDK/EPO/CLCF1/WNT5A/IGF2/CCL5/ADAM8/CCL3/TNFSF13	21
BP	GO:0090130	tissue migration	19/246	374/18903	4.88965655003983e-07	1.19352071244154e-05	7.96616294396441e-06	LRG1/S100A2/PTN/TNF/TNFSF12/ANXA1/FGF18/LGALS8/ANGPT2/SERPINF1/ADAM9/SEMA4A/TGFB1/WNT5A/ADAMTS9/DCN/PLXND1/ANXA3/FSTL1	19
BP	GO:0061564	axon development	22/246	490/18903	4.94741460642915e-07	1.19853908736201e-05	7.99965812499782e-06	S100A6/PLXNA3/PTN/LAMC2/NTN1/SEMA4B/MMP2/LAMA5/SEMA6C/LAMA1/NGF/SEMA4A/LAMA3/WNT5A/SEMA4C/TNC/ARTN/SPP1/PLXND1/TSKU/MEGF8/SEMA3C	22
BP	GO:0007411	axon guidance	15/246	236/18903	5.04089077055691e-07	1.21207090020406e-05	8.08997631127083e-06	PLXNA3/LAMC2/NTN1/SEMA4B/LAMA5/SEMA6C/LAMA1/SEMA4A/LAMA3/WNT5A/SEMA4C/ARTN/PLXND1/MEGF8/SEMA3C	15
BP	GO:0002274	myeloid leukocyte activation	15/246	237/18903	5.31983904338609e-07	1.26033245571985e-05	8.41209842541623e-06	ADAM10/IL15/TNF/IL13/LGALS9/ANXA1/HYAL2/ADAM9/CX3CL1/CST7/WNT5A/CCL5/ANXA3/C1QA/CCL3	15
BP	GO:0097485	neuron projection guidance	15/246	237/18903	5.31983904338609e-07	1.26033245571985e-05	8.41209842541623e-06	PLXNA3/LAMC2/NTN1/SEMA4B/LAMA5/SEMA6C/LAMA1/SEMA4A/LAMA3/WNT5A/SEMA4C/ARTN/PLXND1/MEGF8/SEMA3C	15
BP	GO:0016049	cell growth	22/246	493/18903	5.4821575782024e-07	1.28447125342731e-05	8.57321301170241e-06	ADAM10/PLXNA3/KAZALD1/NTN1/SEMA4B/IGF1/F2/MUC12/SEMA6C/SFRP1/HYAL2/NGF/SEMA4A/TGFB1/WNT5A/SEMA4C/TNC/EGLN2/SPP1/LTBP4/MEGF8/SEMA3C	22
BP	GO:2000242	negative regulation of reproductive process	9/246	75/18903	5.50145974466072e-07	1.28447125342731e-05	8.57321301170241e-06	IL1A/IGF1/SULF1/SERPINF1/HYAL3/WNT4/LIF/WNT5A/TIMP1	9
BP	GO:0032946	positive regulation of mononuclear cell proliferation	12/246	149/18903	5.93362383420022e-07	1.37540546717936e-05	9.18015410319655e-06	IL1A/IL15/IGFBP2/IL13/LGALS9/ANXA1/EBI3/IGF1/EPO/CLCF1/IGF2/CCL5	12
BP	GO:0018108	peptidyl-tyrosine phosphorylation	19/246	380/18903	6.2196448053597e-07	1.43040651281323e-05	9.54725899466639e-06	IL15/TNF/IL13/GAS6/PDGFD/EFEMP1/PDGFA/CSF3/IGF1/CTF1/SFRP1/HYAL2/TGFB1/PDGFC/EPO/LIF/CLCF1/IGF2/CCL5	19
BP	GO:0071634	regulation of transforming growth factor beta production	7/246	39/18903	6.25969330560726e-07	1.43040651281323e-05	9.54725899466639e-06	IL13/LGALS9/CX3CL1/LUM/SERPINF2/LTBP1/TSKU	7
BP	GO:0018212	peptidyl-tyrosine modification	19/246	382/18903	6.73148724117993e-07	1.52738393599167e-05	1.01945355327877e-05	IL15/TNF/IL13/GAS6/PDGFD/EFEMP1/PDGFA/CSF3/IGF1/CTF1/SFRP1/HYAL2/TGFB1/PDGFC/EPO/LIF/CLCF1/IGF2/CCL5	19
BP	GO:0051961	negative regulation of nervous system development	12/246	151/18903	6.84769591200726e-07	1.53217196031163e-05	1.02264932370108e-05	PLXNA3/PTN/TNF/NTN1/SEMA4B/F2/SEMA6C/SEMA4A/WNT5A/SEMA4C/SPP1/SEMA3C	12
BP	GO:2000181	negative regulation of blood vessel morphogenesis	12/246	151/18903	6.84769591200726e-07	1.53217196031163e-05	1.02264932370108e-05	TNF/PF4/HSPG2/SULF1/ANGPT2/SERPINF1/SEMA4A/WNT4/ADAMTS9/EMILIN1/DCN/ADAMTS1	12
BP	GO:1903053	regulation of extracellular matrix organization	8/246	57/18903	6.99869494803782e-07	1.55515828431571e-05	1.03799156289229e-05	EFEMP2/TNXB/LAMC1/LAMA1/TGFB1/CST3/EMILIN1/LAMB1	8
BP	GO:1901343	negative regulation of vasculature development	12/246	152/18903	7.34996665105791e-07	1.62202688696634e-05	1.08262306186815e-05	TNF/PF4/HSPG2/SULF1/ANGPT2/SERPINF1/SEMA4A/WNT4/ADAMTS9/EMILIN1/DCN/ADAMTS1	12
BP	GO:0010954	positive regulation of protein processing	6/246	26/18903	8.45954943887504e-07	1.85419512190853e-05	1.2375839243553e-05	F12/S100A10/ANXA2/CLEC3B/ADAM8/SPON1	6
BP	GO:0001649	osteoblast differentiation	15/246	246/18903	8.5309998007233e-07	1.85722171337368e-05	1.23960402509799e-05	FGF9/TNF/IGF1/VCAN/SFRP1/CTHRC1/WNT4/CRIM1/LOX/IGF2/TNC/SPP1/CCL3/FAM20C/FBN2	15
BP	GO:0050867	positive regulation of cell activation	21/246	467/18903	8.87035779070766e-07	1.91814045648725e-05	1.28026428586477e-05	IL1A/IL15/TNF/IGFBP2/IL13/GAS6/CCL21/LGALS9/ANXA1/EBI3/IGF1/TGFB1/MDK/EPO/CLCF1/WNT5A/IGF2/CCL5/ADAM8/CCL3/TNFSF13	21
BP	GO:0033002	muscle cell proliferation	15/246	247/18903	8.97853343177285e-07	1.92858898114481e-05	1.28723816148154e-05	FGF9/EFEMP2/OGN/IL15/TNF/IL13/PDGFD/ELN/IGF1/MMP2/CX3CL1/TGFB1/CCL5/SERPINF2/ADAMTS1	15
BP	GO:0050878	regulation of body fluid levels	19/246	390/18903	9.18634870367348e-07	1.96015996842622e-05	1.3083102406138e-05	F12/ANXA5/GAS6/PF4/PDGFA/F2/F10/HYAL2/COMP/MMRN1/SERPING1/ANXA2/C1QTNF1/FGB/FBLN1/SERPINA10/EMILIN1/SERPINF2/F13A1	19
BP	GO:0048144	fibroblast proliferation	10/246	103/18903	9.48833120006023e-07	2.00378935792175e-05	1.33743070934501e-05	S100A6/IL13/GAS6/PDGFD/PDGFA/IGF1/SFRP1/PDGFC/LIF/WNT5A	10
BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	9/246	80/18903	9.60013751197639e-07	2.00378935792175e-05	1.33743070934501e-05	TNF/PDGFD/PDGFA/CSF3/IGF1/F2/PDGFC/CCL5/DCN	9
BP	GO:0007179	transforming growth factor beta receptor signaling pathway	14/246	216/18903	9.64801742523552e-07	2.00378935792175e-05	1.33743070934501e-05	GDF15/FBN1/LRG1/LEFTY1/HTRA3/FMOD/ADAM9/TGFB1/LTBP3/LOX/EMILIN1/LTBP1/LTBP4/FBN2	14
BP	GO:0019511	peptidyl-proline hydroxylation	5/246	15/18903	9.67606913510528e-07	2.00378935792175e-05	1.33743070934501e-05	EGLN1/OGFOD1/P4HTM/EGLN2/P4HA1	5
BP	GO:0050770	regulation of axonogenesis	12/246	156/18903	9.70177342755409e-07	2.00378935792175e-05	1.33743070934501e-05	PLXNA3/NTN1/SEMA4B/SEMA6C/NGF/SEMA4A/WNT5A/SEMA4C/SPP1/PLXND1/MEGF8/SEMA3C	12
BP	GO:0071604	transforming growth factor beta production	7/246	42/18903	1.0620661512161e-06	2.15305762253941e-05	1.43705992448235e-05	IL13/LGALS9/CX3CL1/LUM/SERPINF2/LTBP1/TSKU	7
BP	GO:2000403	positive regulation of lymphocyte migration	7/246	42/18903	1.0620661512161e-06	2.15305762253941e-05	1.43705992448235e-05	ADAM10/CCL21/CCL4/WNT5A/CCL5/ADAM8/CCL3	7
BP	GO:0031639	plasminogen activation	6/246	27/18903	1.07586057488779e-06	2.15305762253941e-05	1.43705992448235e-05	F12/S100A10/ANXA2/FGB/CLEC3B/SERPINF2	6
BP	GO:0042730	fibrinolysis	6/246	27/18903	1.07586057488779e-06	2.15305762253941e-05	1.43705992448235e-05	F12/F2/SERPING1/ANXA2/FGB/SERPINF2	6
BP	GO:1901623	regulation of lymphocyte chemotaxis	6/246	27/18903	1.07586057488779e-06	2.15305762253941e-05	1.43705992448235e-05	ADAM10/CCL21/CCL4/WNT5A/CCL5/CCL3	6
BP	GO:0097530	granulocyte migration	12/246	158/18903	1.11106587068112e-06	2.20978656502134e-05	1.47492369967611e-05	IL1A/CCL21/PF4/ANXA1/CCL4/S100A14/CX3CL1/MDK/CCL14/CCL5/ADAM8/CCL3	12
BP	GO:0061138	morphogenesis of a branching epithelium	13/246	188/18903	1.1484363184242e-06	2.27009927482379e-05	1.51517946305499e-05	TNF/PDGFA/LAMA5/SULF1/LAMA1/SFRP1/MDK/WNT4/WNT5A/PLXND1/RSPO3/ST14/SEMA3C	13
BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	9/246	82/18903	1.18607720313439e-06	2.330207773475e-05	1.55529892554785e-05	IL15/TNF/IL13/IGF1/CTF1/EPO/LIF/CLCF1/CCL5	9
BP	GO:0042102	positive regulation of T cell proliferation	10/246	106/18903	1.23820991769488e-06	2.41788627564418e-05	1.61382000756021e-05	IL1A/IL15/IGFBP2/LGALS9/ANXA1/EBI3/IGF1/EPO/IGF2/CCL5	10
BP	GO:1901214	regulation of neuron death	17/246	325/18903	1.33536028770738e-06	2.57999218695971e-05	1.72201771961145e-05	TNF/IL13/EGLN1/CSF3/SERPINF1/NGF/CX3CL1/MDK/EPO/CLCF1/WNT5A/EGLN2/CCL5/ADAM8/PLXND1/C1QA/CCL3	17
BP	GO:0010810	regulation of cell-substrate adhesion	14/246	222/18903	1.337239898269e-06	2.57999218695971e-05	1.72201771961145e-05	EFEMP2/CCL21/EDIL3/ANGPT2/FBLN2/COL26A1/SFRP1/CX3CL1/S100A10/MDK/WNT4/FGB/FBLN1/EMILIN1	14
BP	GO:1903319	positive regulation of protein maturation	6/246	28/18903	1.35442998520603e-06	2.59760322162727e-05	1.7337722179047e-05	F12/S100A10/ANXA2/CLEC3B/ADAM8/SPON1	6
BP	GO:0048732	gland development	20/246	441/18903	1.43136574338889e-06	2.7289114942006e-05	1.82141402288602e-05	PTN/TNF/NTN1/ANXA1/PDGFA/MMP2/LAMA5/SULF1/SERPINF1/LAMA1/SFRP1/TGFB1/MDK/WNT4/WNT5A/IGF2/TNC/SERPINA10/PLXND1/SEMA3C	20
BP	GO:0014911	positive regulation of smooth muscle cell migration	7/246	44/18903	1.47553491462471e-06	2.78021841808235e-05	1.85565886769978e-05	FGF9/PDGFD/IGF1/MDK/CCL5/S100A11/ADAMTS1	7
BP	GO:0071526	semaphorin-plexin signaling pathway	7/246	44/18903	1.47553491462471e-06	2.78021841808235e-05	1.85565886769978e-05	PLXNA3/SEMA4B/SEMA6C/SEMA4A/SEMA4C/PLXND1/SEMA3C	7
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	13/246	193/18903	1.54259949268817e-06	2.88968346827981e-05	1.92872139752872e-05	IL15/TNF/IL13/GAS6/CSF3/IGF1/CTF1/TGFB1/EPO/LIF/CLCF1/IGF2/CCL5	13
BP	GO:0010975	regulation of neuron projection development	20/246	446/18903	1.70124014117452e-06	3.16843684096203e-05	2.11477554512902e-05	PLXNA3/PTN/NTN1/SEMA4B/SEMA6C/SERPINF1/SFRP1/NGF/CX3CL1/SEMA4A/MDK/EPO/WNT5A/SEMA4C/SPP1/PLXND1/TSKU/SDC2/MEGF8/SEMA3C	20
BP	GO:0010712	regulation of collagen metabolic process	7/246	45/18903	1.72810437933786e-06	3.19997259208425e-05	2.13582410586041e-05	F2/TGFB1/MFAP4/CST3/WNT4/EMILIN1/SERPINF2	7
BP	GO:0048705	skeletal system morphogenesis	14/246	227/18903	1.74075808301534e-06	3.20498431055738e-05	2.13916918111298e-05	FREM1/FGF18/MMP2/SFRP1/HYAL2/COMP/MGP/MMP16/LTBP3/SFRP4/COL27A1/TSKU/MEGF8/FBN2	14
BP	GO:0007260	tyrosine phosphorylation of STAT protein	9/246	86/18903	1.77901426723312e-06	3.25680907330973e-05	2.17375965786918e-05	IL15/TNF/IL13/IGF1/CTF1/EPO/LIF/CLCF1/CCL5	9
BP	GO:0030510	regulation of BMP signaling pathway	10/246	111/18903	1.89289791594322e-06	3.42635791301632e-05	2.28692515805558e-05	FBN1/FSTL3/HTRA3/SULF1/SFRP1/SFRP4/CRIM1/WNT5A/SFRP5/FSTL1	10
BP	GO:0034446	substrate adhesion-dependent cell spreading	10/246	111/18903	1.89289791594322e-06	3.42635791301632e-05	2.28692515805558e-05	LAMC1/LAMA5/LAMC3/S100A10/MDK/FGB/FBLN1/MEGF9/LAMB1/LAMB3	10
BP	GO:0070665	positive regulation of leukocyte proliferation	12/246	167/18903	1.99509717691798e-06	3.59117491845236e-05	2.39693239191028e-05	IL1A/IL15/IGFBP2/IL13/LGALS9/ANXA1/EBI3/IGF1/EPO/CLCF1/IGF2/CCL5	12
