hgnc_symbol	affy_hugene_2_0_st_v1
BDNF	NA
GAGE12B	17103653
VDAC1P2	NA
SALL1P1	NA
PAGE1	17110920
ANKLE1	16859466
	16966493
RPS27P22	NA
	16748814
RPL21P44	16975999
CLEC6A	16747958
EXOC5P1	NA
LINC02360	16974358
	16974087
PAGE4	17103704
	16976264
LDHAP1	NA
SRIP1	NA
THAP12P9	NA
	16974746
	16965297
CDRT15P2	NA
	16975042
	16762107
RARA-AS1	NA
UGT2B24P	17123512
DPPA3	16747822
MIR2114	17107674
XRCC6P2	NA
RPS23P3	NA
RPL7P56	NA
RANP4	17125660
	17114548
RAB28P5	17118446
RARA	NA
RARA	16834071
FIP1L1	NA
FIP1L1	16966748
GNAI2P1	NA
RBMX	17114548
RBMX	17125664
RBMX	17114551
RBMX	NA
RBMX	17114567
EEF1A1P16	17120698
	16761578
	16762280
LDLRAD3	16723680
LDLRAD3	NA
SUPT4H1P2	NA
	16749622
TIMM17BP1	NA
SLCO1B7	16749058
SLCO1B7	NA
PATL1-DT	16725108
PATL1-DT	NA
CTBP2P6	NA
LRRC34P1	NA
MRPL16	16738774
MRPL16	NA
	16749213
	16748976
LINC02406	16763134
KNOP1P1	NA
SYT10	16763060
SYT10	NA
	16739229
	16724154
OR5L1	16724744
CCDC86	16725356
CCDC86	NA
CSPG4	17121220
CSPG4	16811858
CSPG4	17121214
NPM1P35	NA
LGR4-AS1	16723077
RPL22P23	NA
MAN2A1-DT	NA
SRRM1P3	NA
GPR101	17114575
LINC01033	NA
LINC01033	16984757
TCEAL3-AS1	17112993
TCEAL1	NA
TCEAL1	17105757
LINC00301	16725294
LINC00301	NA
CNEP1R1P1	17125634
C15orf39	16803134
C15orf39	NA
PCBP2P3	NA
EPS8	16761877
EPS8	16761919
EPS8	NA
LINC02865	17012959
RPSAP37	NA
MORF4L2	17112996
MORF4L2	NA
RPEP1	NA
VTA1	17013114
VTA1	NA
MTCO2P24	NA
OR1AB1P	NA
AP3S1	NA
AP3S1	16988174
OR10B1P	NA
MS4A10	16725346
RFXANK	16859952
RFXANK	NA
	16737602
	16812171
ATP5MGP8	NA
NEU3	16729051
NEU3	NA
LIPC	16801487
LIPC	NA
MIR6501	NA
DONSON	NA
DONSON	16925239
FCF1P10	NA
NT5DC1	17011895
NT5DC1	NA
	16657480
	16951036
GRM7-AS3	17123420
GRM7-AS3	17123422
GRM7-AS3	17123424
GRM7-AS3	17123426
GRM7-AS3	17123428
GRM7-AS3	17123248
GRM7-AS3	17123430
TMEM51	16659537
TMEM251	16787676
	16976226
	16975199
LIN7C	16736847
MORF4L2-AS1	17105766
TMEM31	17105770
XYLB	NA
XYLB	16939203
ARRDC3	16998059
ARRDC3	NA
SLC25A53	17113047
SLC25A53	NA
PLP2	17103560
	16737487
	16742337
TESMIN	16741267
TESMIN	NA
WASH9P	16679860
WASH9P	17091905
TPD52L1	NA
TPD52L1	17012281
PRICKLE3	17110817
PRICKLE3	NA
LIMCH1	NA
LIMCH1	16966304
TTLL10	16657656
TTLL10	NA
SNORD3B-2	16832031
SNORD3B-2	16832005
SNORD3B-2	16842215
CCR7	16844381
SLC25A46	NA
SLC25A46	16987883
KRT8P34	NA
	16729217
SYT12	16727633
SYT12	NA
COX6CP11	NA
ALKBH1	16795215
ALKBH1	NA
SYP-AS1	17103569
EYA1	17078134
EYA1	NA
EYA1	17078164
CACNA1F	17110849
CACNA1F	NA
STOML1	16811531
STOML1	NA
FBXO42	16682161
FBXO42	NA
RPL21P10	NA
ZMYND19P1	NA
SLIRP	NA
SLIRP	16786966
ALDH4A1	16682460
ALDH4A1	NA
CAPN14	17117862
CAPN14	16896170
SLC25A1P1	NA
MAPK12	16936360
MAPK12	16936397
MAPK12	16936408
MAPK12	NA
CSNK1A1P3	NA
PSMA2P1	NA
	16988264
	16988621
MUC15	16736764
MUC15	NA
LMNB1-DT	16999417
RPL37P25	NA
CCT7P2	NA
LINC01848	16987874
	16999440
SEPTIN7P10	NA
LMNB1	16988703
LMNB1	NA
ADCK1	16786990
ADCK1	NA
RPL36AP14	NA
IL10RB	16922243
IL10RB	NA
	16724157
OR10H4	16859213
	16870060
	16870010
	16870594
	16870600
PLEKHB1	NA
PLEKHB1	16728857
SLC52A3	NA
SLC52A3	16916367
MSH2	16879883
MSH2	NA
GTPBP3	16859493
GTPBP3	NA
	16920093
ARFGEF2	16914628
ARFGEF2	NA
INIP	17097340
RERE	16681323
RERE	NA
	16809926
ETV4	16845410
ETV4	NA
	16788198
CNTN6	16936816
CNTN6	NA
AP4E1	16801035
AP4E1	NA
LINC02914	16788202
NREP	NA
	16788210
TMEM151B	NA
TMEM151B	17009236
	16796583
	16784003
	16792796
SNRPGP1	NA
SAV1	16792798
SAV1	NA
RPL32P15	NA
	17090948
RPL21P66	NA
PSMC1P8	NA
	16747152
ADGRF1	17019778
ADGRF1	NA
RN7SL452P	NA
ZFP64P1	NA
	16784033
EHMT1	17091769
EHMT1	NA
EHMT1	17091815
	16784036
	16784038
PRICKLE1	16763295
PRICKLE1	NA
PYGL	16792859
PYGL	NA
MAPK11	16936432
MAPK11	NA
TTC3-AS1	16925534
DSCR9	16922714
RN7SL678P	NA
VPS26C	NA
VPS26C	16925537
HSPB1P2	NA
CCDC22	17103572
CCDC22	NA
TRMT11	17012350
TRMT11	NA
TRMT11	17012374
TTC3	NA
TTC3	16922648
LINC02568	16801880
FAM210B	16915009
FAM210B	NA
	16809813
	16809811
	16809809
MYRIP	16939439
MYRIP	NA
AURKA	16920548
AURKA	NA
ATP8B4	NA
ATP8B4	16809027
ABHD12B	16784041
ABHD12B	NA
C22orf39	16932261
C22orf39	NA
C22orf39	16932293
PPP1R3F	17103597
PPP1R3F	NA
PPP1R3F	17103653
	17122068
	16998085
	16997833
TILRLS	16985493
LINC02242	16996829
EPB41L4A-DT	16988009
	16986957
ZNF182	17110511
IL9	17000180
MEI1	16930707
MEI1	NA
KCNK17	17018849
PNMT	16833831
ANO8	16870174
ANO8	NA
ZNF630	17110511
ZNF630	17110523
ZNF630	17110525
ZNF630	17110527
ZNF630	NA
CLCN6	16659102
CLCN6	16659133
CLCN6	NA
LASP1	16833708
LASP1	NA
MIR583HG	16987455
TGFBI	16989496
TGFBI	NA
	16784061
	16792891
COL21A1	NA
COL21A1	17020268
DLST	NA
DLST	16786524
GDF7	16877562
BNIP3P18	NA
	16930756
SREBF2-AS1	16935502
XDH	16896196
XDH	NA
SREBF2	16930768
SREBF2	NA
PARP11	16760116
PARP11	NA
LINC02720	16742753
CDK5R1	16833159
CDK5R1	NA
	16737605
ZNF630-AS1	17103238
SSX6P	17103243
FAM32A	16859294
FAM32A	NA
UBTFL10	NA
	16833029
MSANTD3P1	NA
FGF3	16741405
ZSWIM5P2	NA
	16832015
RNU6-707P	17110538
SSXP3	NA
S100A11P5	NA
	16728769
RNA5SP503	17103261
S100A11P7	NA
S100A11P6	NA
TRIM53BP	16743215
	17121602
OR2AT2P	NA
	16723799
	16729524
CSTF2	17105347
CSTF2	NA
NPM1P50	NA
LINC02748	16729961
MS4A19P	NA
VAV2	17099617
VAV2	NA
GSDMA	16833921
GSDMA	NA
GOLGA6GP	NA
	16859076
POLD3	NA
BABAM1	16859454
BABAM1	NA
MAP1A	16800229
TUFMP1	NA
LINC00672	16833725
CELA2A	NA
CELA2A	16659623
CRACR2A	16760082
CRACR2A	NA
ORMDL3	16844239
ORMDL3	NA
LIPC-AS1	16809876
LOXL1	16802903
LOXL1	NA
	16877292
FTH1P6	NA
ITGB2	NA
ITGB2	16926460
SATL1	17112488
SATL1	NA
PRKCE	NA
RPS6KL1	16794815
RPS6KL1	NA
	16810358
BHMT2	16986552
BHMT2	NA
IGDCC4	16810765
IGDCC4	NA
CELA2B	NA
CELA2B	16659637
UBQLN2	17104176
SLITRK2	17107492
SLITRK2	17107505
GTF2IP6	17122842
HSPA8P5	17120688
MRPS18CP4	NA
	16749242
	16762874
P3H4	16844894
P3H4	NA
PRRG1	17102512
PRRG1	NA
MIR33A	16930806
TNFRSF13C	16935510
TNFRSF13C	16935512
MIR378I	16935510
RERG	16761858
RERG	NA
CENPM	NA
CENPM	16935517
DNAJC5B	17069506
DNAJC5B	NA
	16989187
SMIM32	17000213
EDIL3	16997816
EDIL3	NA
NDUFB10P1	NA
LINC02204	16811246
RER1	NA
RER1	16658005
	16803396
	17072019
RFTN1	NA
RFTN1	16951306
	16811577
PRPS2	17101517
PRPS2	NA
	17077583
BTF3P1	NA
	16800753
TUBB8P5	16853370
PTDSS1	17071119
PTDSS1	NA
PGF	NA
PGF	16794846
	16809805
	16809807
	16749361
KLRK1-AS1	16748346
KLRK1-AS1	NA
	16749885
	16803489
	16800692
	16877437
PHAX	16988686
PHAX	NA
	16811486
DERA	16748768
DERA	NA
LMAN1L	16803076
LMAN1L	NA
LMAN1L	16803094
LHCGR	16897401
LHCGR	NA
TNS4	NA
TNS4	16844356
NIM1K	NA
NIM1K	16984471
SMIM45	16930808
SMIM45	NA
	16935533
	17100603
WBP2NL	16930831
WBP2NL	NA
TMEM250	NA
TMEM250	17099827
TAF1D	17118850
TAF1D	16743336
TAF1D	17118846
TAF1D	16743338
TAF1D	16743296
TAF1D	17118848
TAF1D	16743293
TAF1D	16743328
TAF1D	16743322
TAF1D	17118858
TAF1D	17118856
TAF1D	16743342
TAF1D	17118854
TAF1D	17118852
TAF1D	NA
	16988953
ATRX	17112269
ATRX	NA
SETX	NA
SETX	17099263
KRT18P45	NA
COPRS	16843179
COPRS	NA
LINC01340	16987601
LINC01340	NA
LINC02161	16987112
RNF138P1	NA
MTND6P22	NA
RIOK2	16998421
RIOK2	NA
RIOK2	16998441
EIF2B2	16786548
EIF2B2	NA
SLC25A5P1	NA
NAGA	16935537
MTND5P40	NA
GPATCH8	16845713
GPATCH8	NA
MNS1	NA
MNS1	16809748
LINC01884	16877605
	16896647
	16879241
LINC01318	16879038
LINC00211	NA
LINC00211	16896547
	16998642
	16998648
	16896574
ZFYVE9P2	NA
	16879672
	16880054
RPL11P1	NA
	16794861
KCNG3	16896905
LINC02468	16762041
LINC02468	NA
NPM1P52	NA
REXO1L9P	17078762
REXO1L9P	17078756
REXO1L9P	17070480
REXO1L9P	17078758
REXO1L9P	17070478
REXO1L9P	17078764
REXO1L9P	17078760
REXO1L9P	17078754
	16999940
PTGES	17099076
RPL30P10	NA
TNFRSF11B	17080486
MLH3	16794864
MLH3	NA
GJA1P1	NA
TAF11L14	17118056
	16988441
	16896576
GALK2	NA
GALK2	16800888
RMDN2-AS1	16896557
RMDN2-AS1	NA
TSSK6	NA
TSSK6	16870635
	17088459
TTF1	17099295
TTF1	NA
CMTM8	16938647
NDUFA13	16860047
NDUFA13	NA
IRX1	16982828
STRN	16896374
STRN	NA
CSTF1	NA
CSTF1	16915015
SRSF6P2	NA
USP32P3	16831527
USP32P3	17121858
USP32P3	16832218
USP32P3	16831550
USP32P3	NA
USP32P3	17121728
RPS27AP11	NA
PRR16	NA
PRR16	16988423
LINC02880	17011837
CHCHD4	16950999
	16834098
	17077740
	17118356
	17071471
GUSBP16	17124100
GUSBP16	16997046
GUSBP16	16985751
AOC3	16834516
AOC3	NA
	16987832
TPT1P5	NA
RPS26P6	NA
ERRFI1-DT	16658584
	16660172
LECT2	NA
LECT2	17000193
	17067783
HBS1L	17023887
HBS1L	NA
	17080831
SUMO2P18	NA
	17079740
	17080663
PHETA2	16930854
NASPP1	NA
SDCBPP2	17069873
	17088562
NCAN	16859969
NCAN	NA
LINC02247	17099682
BRD3OS	17090881
BRD3OS	NA
GRM7	NA
LINC02847	17076976
SDR16C6P	17077352
SNORD13P1	16935551
CCDC134	16930758
	17078000
VPS13D	16659251
VPS13D	NA
VPS13D	16659338
VPS13D	16832131
LINC01288	17067792
PICALM	16743017
PICALM	NA
	16999345
SNAI2	17077004
LINC02661	16709052
NPAP1P4	NA
LIX1-AS1	16987591
HABP2	16709367
HABP2	NA
RALGPS1	17089198
RALGPS1	NA
	16999122
FAM83G	16842196
FAM83G	NA
TICAM2-AS1	NA
TICAM2-AS1	16988157
CENPA	NA
CENPA	16877956
	17069918
RNU7-167P	16929507
HMGXB4	NA
HMGXB4	16929509
	16988155
RPS12P15	NA
CDH6	16983652
CDH6	NA
MTBP	NA
MTBP	17072225
	16748817
PCED1B	16750416
PCED1B	NA
RPL39P	NA
RTF2	16915044
RTF2	NA
RTF2	16915062
SUGP1	16870617
SUGP1	NA
RPS27P18	NA
KCNK18	16709709
	16710585
NT5C3B	16844911
NT5C3B	NA
NKX1-2	16719254
LHPP	NA
LHPP	16710322
B4GALNT3	16746546
B4GALNT3	NA
RNU6-689P	16786565
DBIL5P2	16898243
ACYP1	16794888
ACYP1	NA
	16880377
	16879487
FBXL12P1	NA
	16898422
	16876842
	16894703
MEIS1-AS2	16898452
MEIS1-AS2	NA
HOMER1	16997574
HOMER1	NA
EFEMP1	16897834
EFEMP1	NA
	17080247
RPL31P41	NA
LINC01609	17080241
LINC01609	NA
ZC2HC1C	NA
ZC2HC1C	16786567
	16708465
DHX32	16719393
DHX32	NA
	17072079
RPSAP48	NA
	17066220
	17079628
MTERF3	17079380
MTERF3	NA
HIF1AP1	NA
	16786577
LINC01547	16926498
TMED10	16794935
TMED10	NA
LINC02386	16762789
LINC02386	NA
MIR3909	16929560
MIR6069	NA
MCM5	NA
MCM5	16929573
SLC38A4	16763577
SLC38A4	NA
KRTAP26-1	16924804
KRTAP27-1	16924808
KRTAP13-6P	NA
KRTAP13-2	16924814
MIR4327	16924817
KRTAP13-1	16922060
COX6CP10	NA
	17123158
KRTAP13-5P	NA
KRTAP15-1	16922066
RNU4ATAC14P	16794949
KRTAP19-1	16924824
KRTAP19-2	16924828
SERPINA4	16787869
TEX36-AS1	16710379
KRTAP19-3	16924832
FGD5	17123144
FGD5	16938007
FGD5	NA
KRTAP19-4	16924835
KRTAP19-5	16924838
HTRA1	16710126
KRTAP19-9P	NA
KRTAP19-10P	NA
KRTAP19-11P	NA
H3P23	NA
KRTAP19-6	16924841
KRTAP19-7	16924845
KRTAP22-2	16924849
KRTAP6-3	16922070
FSTL4	16999943
FSTL4	NA
KRTAP22-1	16922074
KRTAP20-1	16922078
KRTAP20-4	16922081
KRTAP20-2	16922085
KRTAP20-3	16922089
KRTAP21-3	16924859
KRTAP21-4P	NA
KRTAP21-2	16924862
KRTAP21-1	16924866
KRTAP21-1	17117609
KRTAP23-1	16924812
KRTAP13-3	NA
RNU6-426P	16924287
VDAC2P1	NA
RPS26P5	NA
SNORD74B	16924289
CAMSAP1-DT	17091203
MIR99A	16921644
MIR99A	16921642
MIRLET7C	16921644
MIR125B2	16921646
RNU1-98P	16921652
MVB12B	17089147
MVB12B	NA
TIAM1	16924878
TIAM1	NA
PPIAP85	NA
DSCC1	17080595
DSCC1	NA
SERPINA5	NA
SERPINA5	16787880
SERPINA5	16787882
SERPINA5	16787878
	16749352
EGLN3P1	NA
ETFBKMT	16749733
ETFBKMT	NA
FAM209A	NA
REXO1L2P	17078762
REXO1L2P	17078756
REXO1L2P	17070480
REXO1L2P	17078758
REXO1L2P	17070478
REXO1L2P	17078764
REXO1L2P	17078760
REXO1L2P	17078754
MRPL13	NA
MRPL13	17080614
	17117901
	16915064
FAM209B	16915070
LINC02147	16988274
LINC02147	NA
	16915075
CASS4	16915029
CASS4	16915042
EGFLAM-AS4	16995479
	17124012
LSM6P2	NA
LINC01455	16986651
FCN2	17091030
THBS4	NA
THBS4	16986655
AMN1	16762978
AMN1	NA
FSHR	16897427
FSHR	NA
	17066365
LINC01613	NA
CHRNA3	NA
CHRNA3	16812174
CHRNA3	17117661
SNX30-DT	17097352
BORCS8-MEF2B	16870557
BORCS8-MEF2B	NA
NDUFAF5	16911525
NDUFAF5	NA
PAPPA	17088462
PAPPA	NA
	17072258
	17078263
	17067502
RRAGB	17104132
RRAGB	NA
	17066917
GUSBP14	16997046
GUSBP14	16996946
GUSBP14	16985751
MTND1P5	NA
MKI67	16719515
MKI67	NA
HMOX1	NA
HMOX1	16929562
CCN3	17072135
	16787902
SERPINA3	NA
SERPINA3	16787902
NNT	NA
NNT	16984492
NRBF2P4	NA
LINC01414	17077702
LINC01414	NA
TNPO1P3	17121736
TNPO1P3	17121738
GALNT12	17087413
GALNT12	NA
G6PC1	16834525
G6PC1	NA
SUMO2P20	NA
VSIG1	17106067
VSIG1	NA
TMEM74	17080153
FBXO32	17080788
FBXO32	NA
KIAA0930	16935961
KIAA0930	NA
RPS13P3	NA
RPSAP4	NA
EHD3	16878731
RPL15P2	NA
	16833780
ADIPOR1P2	NA
SERPINA13P	16787920
TSPAN7	NA
TSPAN7	17102607
CNIH1	16793149
CNIH1	NA
STARD3	16833802
STARD3	NA
RASAL3	NA
RASAL3	16869891
ZNFX1	16920121
ZNFX1	NA
	16897401
EIF4A1P3	17099246
PDZD8	16718769
PDZD8	NA
ACTG1P19	NA
	17088566
WDR5-DT	NA
WDR5-DT	17099674
MYO9A	16811312
MYO9A	NA
	16898498
	16898531
	16898516
	16898529
BAG1	NA
BAG1	17093204
	16748748
PAPOLG	16880382
PAPOLG	NA
	16749154
KLRA1P	16761385
DUX4L14	17100957
DUX4L14	16973278
DUX4L14	16973287
DUX4L14	16973292
DUX4L14	16973281
DUX4L14	16973290
DUX4L14	16973269
FAM24A	16710223
TEX36	16719325
MRPL15	17068956
HMGB3P12	NA
LINC02674	NA
LINC02674	16709747
	16937130
TCERG1L-AS1	16710666
UBE2E2-DT	16951535
	16709754
CFP	17110463
CFP	NA
EEF1AKMT2	NA
EEF1AKMT2	16719272
PDCD6IP	16938763
PDCD6IP	17121250
PDCD6IP	17121252
PDCD6IP	NA
	16749534
	16784314
GMFB	16793159
GMFB	NA
NANOGNB	16747829
ZFAS1	16914733
ZFAS1	16914745
ZFAS1	16914743
ZFAS1	NA
ZFAS1	16914741
LINC02758	16723130
XIAPP2	NA
SGSM1	16928339
SGSM1	NA
SH3BGR	16922851
SH3BGR	NA
FCHSD2	16741864
FCHSD2	NA
	16762445
STRAP	16748751
STRAP	NA
TM9SF3	16716983
TM9SF3	NA
	17085558
OLFML2A	NA
OLFML2A	17089003
DDX3X	17102755
DDX3X	NA
SBF1P1	17077277
	17072264
DEPTOR-AS1	17080608
	17069440
	17071295
ZNF572	17072546
RPL31P33	NA
LIN28B	17011255
LYPLA1	17077244
LYPLA1	NA
C19orf44	16859319
C19orf44	NA
KRT18P9	NA
KRT18P24	NA
FABP7	17012198
SPATA31B1P	17095187
RFC5P1	NA
SKA2P1	17088823
CDC20P1	NA
SAMD4A	NA
SAMD4A	16784333
	17095147
CAVIN4	17087610
	17023046
LINC01509	17096819
HINT3	17012342
LINC02575	NA
LINC02575	16923630
GATD3	NA
GATD3	16923521
GATD3	16923549
YAP1P3	NA
	17090604
KRT18P50	NA
EEF1A1P42	NA
LINC02955	NA
LINC02955	16749195
LINC02955	16749216
	17021105
IFNWP15	NA
	17083593
	16914741
	17011886
SEPTIN7P7	NA
SNORD12C	16914741
CALHM6-AS1	17022949
IL9RP1	NA
	16914743
SNORD12B	16914745
SNORD12B	16914743
MTND2P8	NA
	16914745
SNORD12	16914745
SNORD12	16914733
PARD6B	16914867
RRAGD	17021596
RRAGD	NA
CHMP5	17084268
CHMP5	NA
CRB3P1	NA
NBPF21P	NA
LINC01797	16898456
LINC01797	NA
PGAM1P6	NA
PRKCE-AS1	16897215
TMSB4XP6	NA
PSMD10P1	NA
ADNP-AS1	16914885
LINC01824	16876760
MOCS3	16914888
RPL12P12	NA
CCDC184	16750572
NAA20	16911853
NAA20	NA
	16880362
RPL7P12	NA
IFITM3P6	NA
LINC01883	16879244
ENDOU	16763650
ENDOU	NA
NDUFAB1P1	NA
	17088999
	17010923
OR4F8BP	17074007
GABBR2	17096493
GABBR2	NA
VN1R80P	NA
CYP4F22	16859117
CRNKL1	16917655
CRNKL1	NA
HADHB	NA
HADHB	16877860
	16710602
EPB41L2	NA
EPB41L2	17023551
ZDHHC16	16707983
ZDHHC16	NA
RPL7AP74	NA
LINC01267	16951039
HTR6	16660260
LINC00477	16762332
H3-5	16762996
SUMF1	NA
SUMF1	16950269
GUCD1	16933171
GUCD1	NA
RPL10P17	16681825
RBP7	16658752
RNU6ATAC9P	16784365
MIR4308	16793188
FDPSP3	NA
YJEFN3	16860062
WDHD1	16793190
WDHD1	NA
GPR157	16681437
GPR157	NA
ZBTB40	NA
ZBTB40	16660527
F2	16724411
F2	NA
INTS13	NA
INTS13	16762573
KRTAP13-4	16922063
KRTAP6-2	16924852
KRTAP6-1	16924855
	17120854
	16926111
CAPN3	16800061
CAPN3	NA
CAPN3	16800091
KRT16P3	16842417
AMOTL1	NA
AMOTL1	16730268
MEOX1	16845427
ENO1-AS1	16658619
MICOS10-NBL1	NA
DDX10P2	NA
HOMER3-AS1	NA
RPS19P6	NA
NFYCP2	17095506
RNA5SP279	17083136
	17121962
MIR4665	NA
RNU6-1073P	17091993
MIR101-2	17083315
RNU2-47P	17092413
RN7SL98P	NA
RNU6-246P	17083670
RN7SL123P	NA
SCARNA8	17092710
RNU6-264P	17083851
MTDHP2	NA
	17083853
RNU6-319P	17092613
BNIP3P19	NA
RN7SL720P	NA
RNU6-14P	17092640
RN7SKP120	17092945
RN7SL25P	NA
RN7SL849P	NA
RMRPP5	17084067
	17084235
RNU4ATAC15P	17084256
MIR4475	17093971
MIR4540	17093990
MIR4476	17093992
	17093225
USHBP1	16870150
USHBP1	NA
SPRYD3	16765172
SPRYD3	NA
	17084959
DHX8	NA
DHX8	16834634
	17084961
RNU6-677P	NA
RNA5SP530	17094432
CNN2P6	NA
RN7SL565P	NA
MIR4477A	17094479
RN7SL343P	NA
RNA5SP283	17094432
RN7SL462P	NA
MTND4LP18	NA
RNU6-1293P	17094588
RNU6-1293P	17094445
RNU2-5P	17094753
RN7SL570P	NA
	16659856
RNA5SP285	17094874
OR7E13P	NA
	17094863
RNA5SP286	17094931
RN7SKP47	17085964
RNU6-445P	17085968
	16728883
	17095041
RN7SL422P	NA
RN7SKP59	17086165
RNU6-1303P	17095109
RN7SKP242	17095215
RNU4-15P	17095246
	17086494
RNU2-36P	17095497
RNU4-29P	17086305
NPHP4	16680962
NPHP4	16680964
NPHP4	NA
H3P34	NA
RN7SKP264	17095448
RNU6-1228P	17085991
MIR4290	17095638
MIR3910-1	17086746
TRIM77	16729890
MIR3910-2	17095739
MIR4291	NA
MIR4289	17095564
RNU6-1160P	17096186
	17087378
RN7SKP87	17096621
RNU6-996P	17096839
RNU6-329P	17087682
RNU6-492P	NA
RNA5SP291	17096702
RN7SL659P	NA
RNU6-1064P	17096846
MIR7702	NA
RNU6-855P	17088118
	17088120
RNA5SP293	17096848
MIR3927	17097037
RNU6-432P	17088059
RNY4P18	17097144
	17088061
RNA5SP294	17097209
OR7E2P	16743084
	17088004
RN7SL57P	NA
RNA5SP295	17088122
RN7SL430P	NA
RBMS3	17123156
RBMS3	17123158
RBMS3	16938515
RBMS3	16938527
RBMS3	NA
MIR147A	17097811
RNU6-710P	17097279
RNU4-82P	17098362
RN7SL302P	NA
RNU6-1039P	17097128
MIR455	17088375
MIR181A2	17088995
MIR181B2	17088997
CEP295	16730061
CEP295	NA
NRON	NA
	17089166
	17099246
CACNG2	16934611
CACNG2	16934618
RN7SL30P	NA
MIR3689F	17099697
MIR3689F	17099699
MIR3689F	17099701
MIR3689F	17099705
MIR3689F	17119752
MIR3689F	17099703
MIR3689F	17099695
RNU5D-2P	NA
RNU6ATAC	16996347
RNU6ATAC	17099678
MIR4669	17090936
MIR3689A	17099697
MIR3689A	17099695
MIR3689C	17099695
MIR3689D1	17099697
MIR3689D1	17099695
MIR3689D2	17099697
MIR3689D2	17099699
MIR3689D2	17099701
MIR3689D2	17099703
MIR3689D2	17099695
RN7SL328P	NA
MIR3689B	17099697
MIR3689B	17099699
MIR3689B	17099701
MIR3689B	17099695
MIR3689E	17099697
MIR3689E	17099699
MIR3689E	17099701
MIR3689E	17099705
MIR3689E	17119752
MIR3689E	17099703
MIR3689E	17099695
MIR602	17091817
RNU6-785P	16704088
RNU6-785P	16679897
RNU6-785P	16993653
RNU6-785P	16822254
RNU6-785P	16950181
RNU6-785P	16866392
RNU6-785P	17091901
RNU6-785P	16733806
RNU6-785P	16979334
RNU6-785P	16699572
	16917679
RIN2	NA
RIN2	16911835
RIN2	16911827
	16751548
	16748820
LINC02402	16763315
RPSAP13	NA
SLC5A4	16934198
SMOC1	NA
SMOC1	16785897
SLC2A8	17089291
SLC2A8	NA
DBX2-AS1	16750320
SLC34A2	16965606
SLC34A2	NA
RERG-IT1	16761874
	16749216
	16923491
ASB8	16763882
ASB8	NA
RNF24	16916863
LARGE1	NA
LARGE1	16934308
	16923521
ZNF486	NA
ZNF486	16860123
FER1L6-AS1	17080834
	16926302
CASC11	17081059
CASC11	NA
HEATR4	NA
HEATR4	16794514
TCF7	NA
TCF7	16989202
	17079768
MRPS36P3	NA
ZNF682	NA
ZNF682	16870759
MATN2	NA
FTLP3	NA
RPL21P2	NA
	16916872
MAML2	16743517
NSFL1C	16916439
NSFL1C	NA
	16925328
	16925319
DISC1FP1	NA
	16925321
	16743181
CBX3P7	NA
	16926200
	16730564
FEZ2	NA
FEZ2	16896346
MTMR12P1	NA
MIR4300HG	NA
MIR4300HG	16742763
MIR4300HG	16742760
FRMD6	NA
FRMD6	16784098
PHF5CP	NA
CHERP	16870023
CHERP	NA
	16742744
	16923335
MESTP3	NA
	16743293
	16965603
RSF1-IT2	16742544
	16743098
AQP11	16729431
RPS26P24	NA
ZNF876P	16963669
UBE2L2	NA
PAXBP1-AS1	NA
PAXBP1-AS1	16922176
PPP1R1A	16765625
ARAP1-AS1	16728721
HPRT1P3	NA
DDI1	16730693
HAP1	NA
HAP1	16844853
LINC02940	17122902
LINC02940	16925653
LINC02940	NA
	17120666
LINC02553	16743556
	16743414
ITGB2-AS1	16923686
ITGB2-AS1	NA
TYR	17120658
TYR	16729865
TYR	NA
	16965499
	16965493
ICOSLG	16926302
	16750413
STMN1P1	NA
TMEM117	NA
TMEM117	16750300
LINC01714	16658589
	16976235
OSBPL9P2	NA
RUNX3-AS1	16660878
	16967249
	16974737
	16730389
LINC02380	16967160
LINC02380	NA
HSPD1P13	NA
IFNAR1	16922260
IFNAR1	NA
	16683639
MMP8	16743686
MMP8	NA
MT1XP1	NA
ZBTB12BP	NA
SULT1B1	16976599
CLIC4	16660863
CLIC4	NA
SMTN	NA
SMTN	16929064
SCAND1	NA
SCAND1	16918908
HCK	16912472
HCK	NA
MED1	16844155
MED1	NA
TEX49	16750617
ARHGEF19-AS1	16659862
DYNLL1P3	NA
SLC2A13	16763195
SLC2A13	NA
SRGAP3-AS1	16937164
SZRD1	NA
SZRD1	16659865
SLC22A13	16939170
SLC22A13	NA
OCIAD1-AS1	16975888
SMIM14	16975333
SMIM14	NA
HNRNPCP8	NA
LINC02719	16743971
ZNF79	17089315
ZNF79	NA
	16925135
	16925137
	16925139
LINC01690	16922197
LINC03020	17069879
IFNAR2	16922241
IFNAR2	16922222
IFNAR2	NA
OR10A7	16752154
FBXO43	17079588
TMTC1	16762759
TMTC1	NA
ATP5MJ	16797103
ATP5MJ	NA
ANKRD17-DT	16967684
RPL12	17117849
RPL12	17098491
RPL12	17098504
	17122076
ZNF714	NA
ZNF714	16860159
SNX18P25	NA
	16967168
SDCBP	NA
SDCBP	17069212
	16966797
KCTD8	16975560
	16966852
HMGB1P44	NA
MTND3P5	NA
MTND6P16	NA
HNRNPA1P67	NA
LINC02261	16965750
	16986959
HMGN1P17	NA
	16987997
PDIK1L	16661051
SDAD1	NA
SDAD1	16977016
LINC01339	16997992
LINC01339	17124020
LINC01339	NA
LINC01339	17124022
VN1R79P	NA
